TextId	ActorName	ActorTalk	Cv	Desc
1	Karenina	Did you see anyone suspicious around here, Commandant?	510017002	
2	Karenina	Based on that strange signal earlier, we're definitely after the same target.	510017003	
3	Karenina	Dahei, did you see anyone suspicious?	510017004	
4	Dahei, Engineering Force Technician	I... I think so, but it disappeared into the crowd instantly...	510017005	
5	Karenina	DAMMIT!	510017006	
6	[PlayerName]	So... what exactly is going on?		
7	[PlayerName]	Ahhh... nope. Still don't get it.		
8	Dahei, Engineering Force Technician	Let me explain! The Engineering Force was testing a batch of civilian helper AI Kuroros.	510017015	
9	Dahei, Engineering Force Technician	Someone tampered with their data... and the whole batch ran away.	510017016	
10	Dahei, Engineering Force Technician	Now they're disguised as humans and scattered across four areas: Dreamglow Gardens, Logistics Center, Babylonia Universal Cinema, and Olympia Art Gallery.	510017017	
11	[PlayerName]	So basically...		
12	[PlayerName]	We're unmasking fake Kuroros.		
13	Karenina	That's the situation. I still have to track down whoever hacked the Engineering Force's network, so we're a bit short-handed right now.	510017007	
14	Karenina	Commandant, can you lend the Engineering Force a hand? With this updated camera, you can spot Kuroros hiding among the crowd.	510017008	
15	Karenina	And as for your reward... once the job's done, I'll grant you one request!	510017009	
16	[PlayerName]	Any request at all?		
17	Karenina	W-well... keep it reasonable, okay?!	510017010	
18	[PlayerName]	Alright, I'm in.		
