TextId	ActorName	ActorTalk	Cv	Desc
1	Navigator	Everything's ready, [PlayerName]. Just enter the code you brought and we can begin the dive.	510015068	
2	Navigator	Asimov had to step out for an important meeting. He said to brief him on the results after the dive.	510015069	
3	Navigator	All her readings are stable except for the M.I.N.D. As long as we crack the black box and hit the right trigger on the lock, we should be able to wake her.	510015070	
4	Navigator	Let me go over a few things. You've done M.I.N.D. dives before, but this will be your first time using our new system.	510015071	
5	Navigator	This device was built by the tech team to handle next-gen M.I.N.D. failures. Besides repair capabilities, it also includes built-in combat functions.	510015072	
6	Navigator	"Yes. Because M.I.N.D. space can get unstable, we've added support for a weapon module called ""Fangs."" You'll be able to use it during the dive."	510015073	
7	Navigator	If you're curious about how it works, you can read the docs later. I won't go into the details now.	510015074	
8	Navigator	Once you're ready, head over to the device. I'll be here to support you the whole time.	510015075	
9		Where's Asimov?		
10		How's Rosetta doing?		
11		Combat functions?		
