TextId	ActorName	ActorTalk	Cv	Desc
1	Moka	Crisis averted! The routes and markers are all set! Thank you, Commandant, and thank you too, Karenina!	510016043	
2		All the signals are recorded. Moka, can you take over from here?		
3	Moka	Sure! I'll try to reach any senders or receivers who are still around. I'm sure they'd want to keep these messages from the stars.	510016044	
4	Moka	Thanks again! I'll go file the report now!	510016045	
5	Karenina	I thought this plan was a little risky at first, but you handled it perfectly!	510016046	
6		I knew you'd pull it off.		
7	Karenina	Of course. I'm just glad we got those messages back safely!	510016047	
8		You can repair machines. But once someone's words disappear, you can't bring them back.		
9		We protected the wishes and feelings people carried across time, didn't we? That's something to be proud of.		
10	Karenina	Exactly! Turning scrap into something meaningful, restoring something precious with our own hands... that's what makes being an engineer worth it!	510016048	
11	Karenina	I really hope those messages make it to where they were meant to go!	510016049	
