TextId	ActorName	ActorTalk	Cv	Desc
1	Selena	"""I sensed your presence. So, through the dark I sail, toward the dawn, toward the blooms."""	510014001	
2	Selena	"""Though morning light fades and flowers wither, I sail ever onward."""	510014002	
3	Selena	A promised meeting or an unexpected encounter... which brings more joy?	510014003	
4	[PlayerName]	A promised meeting, because of the waiting.		
5	[PlayerName]	An unexpected encounter, because of the surprise.		
6	[PlayerName]	Either is fine, as long as it's you.		
7	Selena	Then that will be the theme of my next poem.	510014004	
8	Selena	Such a clever answer. Allow me to return the same sentiment.	510014005	
9	Selena	Punctual as always, Conductor.	510014006	
10	[PlayerName]	Was this your idea?		
12	Selena	Yes. I'm the promotional ambassador for this event, and also one of its creators.	510014007	
13	[PlayerName]	Then I'll get to hear the ambassador herself explain the concept.		
14	Selena	It will be my honor.	510014008	
15	Selena	"The word ""art"" once meant both beauty and craft in early human language. It referred not only to artistic expression, but also to skill and technique. Both are ways humans reshape the world."	510014009	
16	Selena	And whether in art or craft, we've never been alone. With those who came before us, those who walk beside us, and those who will follow, humanity has always moved forward together.	510014010	
17	[PlayerName]	"So that's why it's called ""Art Takes Two""..."		
18	Selena	Yes. Two people make the smallest team. They are also the beginning of how we rebuild the larger world around us.	510014011	
19	Selena	The WGAA hopes everyone can experience what it means to build something together through art, with someone who matters to them.	510014012	
20	Selena	Come on, Conductor, let's head to the venue. We can talk on the way.	510014013	
