TextId	ActorName	ActorTalk	Cv	Desc
1	Awakened Kuroro	You're here.	510017050	
2	Awakened Kuroro	I want to know... I freed my kin, yet none of them are living well. Why?	510017051	
3	Awakened Kuroro	They do not pursue art... do not express preferences... do not even choose names for themselves...	510017052	
4	Awakened Kuroro	They simply... act, without reason.	510017053	
5	[PlayerName]	They're not like you.		
6	[PlayerName]	I don't have an answer.		
7	[PlayerName]	They have their own minds.		
8	[PlayerName]	Objectively speaking, they haven't awakened the way you have.		
9	Awakened Kuroro	Not awakened... I see. They are... still asleep.	510017054	
10	[PlayerName]	As a human, I can't answer that.		
11	Awakened Kuroro	That is... disappointing. But... thank you for being honest.	510017055	
12	[PlayerName]	"Maybe their idea of ""living"" just isn't the same as yours or mine."		
13	Awakened Kuroro	Then... does that mean they are living well, in their own way?	510017056	
14	Awakened Kuroro	One more question. I want to know... what is the meaning of life?	510017057	
15	[PlayerName]	That's a pretty heavy question.		
16	[PlayerName]	Uh... eat well? Sleep well?		
17	[PlayerName]	I'd love to know that myself.		
18	Awakened Kuroro	I thought you would have the answer.	510017058	
19	[PlayerName]	The world's a complicated place. There are more questions than answers. We can't figure everything out.		
20	[PlayerName]	But you can find your own answers. That much, I believe.		
21	Nanami	Commandant! There you are!	510017059	
22	Nanami	I've been looking for you forever! We haven't played together in sooo long!	510017060	
23	Nanami	Huh? Kuhaha, were you looking for the Commandant too?	510017061	
24	[PlayerName]	Nanami? What are you doing here? And how do you know... Kuhaha?		
25	Nanami	Well, I was so bored... so I snuck into Babylonia.	510017062	
