TextId	ActorName	ActorTalk	Cv	Desc
1	Rosetta	...I'm sorry. I couldn't stop him.	510015100	
2	Rosetta	Thanks to you, Commandant. I'll adjust to this new frame as fast as I can.	510015101	
3	Rosetta	Frostheart Emperor was a title used by Sophiasburgh's rulers... but I've never heard of anyone named Zack.	510015102	
4	Rosetta	He's the one who ambushed my Constructs in the Arctic. I never imagined he'd sneak into our escort team.	510015103	
5	Rosetta	This frame was based on my grandfather's blueprints. The Arctic Route Union still hasn't fully cracked the tech. What does he want with that data...?	510015104	
6	Rosetta	No, now's not the time for that. Commandant, just like that Frostheart Emperor said, those things crawling out of the glacier are attacking people in the Arctic.	510015105	
7	Rosetta	What I need to do now is return to New Sophiasburgh. Commandant... can Babylonia help me get back to Earth?	510015106	
8	Asimov	I'm fully aware of the situation.	510015107	
9	Asimov	You and Rosetta should return here. President Hassen also asked me to pass along a message.	510015108	
10		Glad you're alright.		
11		What he said just now...		
12		He seems to be gathering data on your frame.		
13		Leave it to me.		
