TextId	ActorName	ActorTalk	Cv	Desc
1	[PlayerName]	Hmm... getting a little warm, aren't yo—		
2	[PlayerName]	Though your cooling system never seems to work properly...		
3	[PlayerName]	But... I meant the garden feels warm. The temperature control might be off.		
4	[PlayerName]	Now it seems...		
5	[PlayerName]	We should check your cooling system while we're at it.		
6	Lee	Commandant! Close your eyes—!	510024019	
7	Lee	Alright. You can open them now.	510024020	
8	Lee	Are you okay?	510024021	
9	Lee	Probably a glitch in the garden's lighting system. I'll report it later...	510024022	
10	Lee	...What? Why are you staring at me like that?	510024023	
11	Lee	I know. I'll check the heat circulation system for malfunctions.	510024024	
12	Lee	……	510024025	
13	Lee	Commandant—	510024026	
