TextId	ActorName	ActorTalk	Cv	Desc
1	Selena	"""The Vanishing Letter: One person writes a letter with special ink, and the other has to uncover what was written."""		
2	Selena	I'm curious what you'll write. This time, you'll be the one holding the pen, Conductor.		
3		"""Writer's note: Thermochromic ink stays invisible in normal or cold temperatures, but appears when heated."""		
4		You can start now.		
5	Selena	Special ink, huh... There aren't that many kinds around. Maybe if I rule them out one by one, I can figure out which it is.		
6		That could work.		
7	Selena	But that would be pretty dull. I won't make you wait too long, Conductor.		
8		You really want to win the slow way?		
9	Selena	Alright, since you said so, I should take this a bit more seriously.		
10	Selena	The shaded area isn't enough. Conductor, could you help me out? Or maybe you'd rather give me a clearer hint?		
11		(Help directly)		
12	Selena	It might not be the right answer, but it wasn't for nothing either.		
13		(Give a hint)		
14	[PlayerName]	Try something similar. That might work.		
15	Selena	So it's not fluorescent ink. Then maybe there's a clue on your fingers. Ink residue, maybe? Some kind of powder that makes the letters appear when you touch the page?		
16		Nothing like that.		
17	Selena	No powder, not embossed paper either... maybe something transparent? There are only a few kinds of special ink after all.		
18		Try thinking about... certain traits of the human body.		
19	Selena	Human traits... transparency and light? So it's connected to light then?		
20	Selena	[PlayerName], the light seems stronger on your side. In that case, let me come over and check.		
21	Selena	What is it, Conductor?		
22	Selena	You're blushing, Conductor. It's faint, but I can see it. That means your temperature must be rising too, right?		
23	Selena	So it really was thermochromic ink. The writing only appears when it's warmed up.		
24		That's cheating.		
25	Selena	But it worked, didn't it?		
26		So this was all part of your plan, wasn't it?		
27	Selena	That just means we were both completely immersed and enjoying it.		
28	Selena	And in the end, it's a result we both like.		
29	Selena	I really like this letter, [PlayerName].		
