TextId	ActorName	ActorTalk	Cv	Desc
220001501	Film Promoter	Commandant, are you interested in any of these films? I can give you a quick overview.		
220001502		I'd like to know more about Raven's Doomsday Flight.		
220001503		I'd like to know more about Raven's Post-Revelation.		
220001504		I'd like to know more about Orange Highway.		
220001505	Film Promoter	Raven's Doomsday Flight is shot like a mock documentary. It starts with a raven's strange migration and slowly unfolds the beginning of the apocalypse.		
220001506	Film Promoter	From a bird's perspective, it portrays a post-apocalyptic world where the environment mutates and human civilization struggles to survive.		
220001507	Film Promoter	Raven's Post-Revelation is a sequel to Raven's Doomsday Flight. It keeps the mock documentary style and follows two generations of ravens through their natural behavior and long journey.		
220001508	Film Promoter	It focuses on rebuilding and recovery after the disaster, all seen through a bird's eyes.		
220001509	Film Promoter	Filming's already wrapped. It's deep in post-production now.		
220001510		That actually sounds interesting. I might check it out.		
220001511		...Thanks for explaining.		
220001512	Film Promoter	Orange Highway is a remake of a Golden Age sci-fi classic. After Earth's resources run dry, humanity survives by extracting a liquid energy source called Orange Flow from the planet's core.		
220001513	Film Promoter	The story follows an ordinary transport driver who stumbles onto a secret that could destroy Orange Flow.		
220001514	Film Promoter	By chance, he ends up escorting a human doctor across the continent to an Arctic research base, even though he's a mutant himself.		
220001515		Is the doctor an energy researcher?		
220001516		And then?		
220001517	Film Promoter	The doctor is an art history scholar. His way of seeing nature leaves a deep impression on the driver.		
220001518	Film Promoter	After everything they go through, they overcome the prejudice between humans and mutants and become lifelong friends.		
220001519	Film Promoter	Mm... This part is meant as a tribute to another well-known film.		
220001520		Does the director still remember the secret behind Orange Flow?		
220001521		I think I'd rather watch the original film it's referencing.		
220001522		I've got something to attend to. Next time for sure.		
220001523		Leave		
