TextId	ActorName	ActorTalk	Cv	Desc
1	Wanshi	You're here, [PlayerName].		
2	[PlayerName]	Sorry, did I keep you waiting?		
3	[PlayerName]	Didn't expect you to be here so early.		
4	[PlayerName]	Hey!		
5	Wanshi	I didn't want you waiting around, so I came a bit early.		
6	Wanshi	I was stuck on missions all day yesterday. Didn't finish until late at night.		
7	[PlayerName]	You look exhausted. Did you actually get any rest?		
8	Wanshi	It's fine. I rested between missions. Whenever I closed my eyes, I kept thinking about watching movies with you all day.		
9	Wanshi	Which theater to go to, what kind of movie to watch, what to do after... just figuring out how to make today a little more special.		
10	[PlayerName]	Besides the movie, do you have other plans?		
11	[PlayerName]	Or should I check your sleep data from last night?		
12	Wanshi	Of course. I set up a comfy couch in the lounge. After the movie, we can go crash there for a nap.		
13	Wanshi	But for now, let's just focus on enjoying the movie.		
14	Wanshi	We can plan the rest in our dreams later. For now, how about picking a theater mode?		
15	Wanshi	If you checked my browsing history, all you'd find is me scrolling through every info site all night, rereading the synopsis of every new release and every restaurant review nearby.		
16	Wanshi	Or if you looked at my visual log, you'd see that after getting back to the Strike Hawk lounge last night, I spent half the night fixing that one strand of hair that just won't stay down—twenty-one times, to be exact—until Chrome caught me and Kamui started teasing me about it.		
17	Wanshi	Anyway, I did end up getting forced to rest for a bit, so don't worry. Come on, let's pick a theater mode first.		
18	Wanshi	According to the theater guide, we can choose between a classic private screening room or a real-time VR experience.		
19	Wanshi	[PlayerName], I'll let you decide.		
20	[PlayerName]	Private theater		
21	[PlayerName]	VR experience		
