TextId	ActorName	ActorTalk	Cv	Desc
1	Greenie	Hmm. These samples are good to go.		
2	Greenie	The crop samples should be in too. I'll go check on those later.		
3	[PlayerName]	Do you hear that? These crates sound like there's water sloshing around inside.		
4	Greenie	They're all seafood we brought back from the surface.		
5	Greenie	It's part of my mentor's research. We're trying to make seafood farming work here in Babylonia.		
6	[PlayerName]	So that means fresh seafood will be on the menu someday?		
7	Greenie	That's right. Filling everyone's stomachs with food from all over the world is the ultimate dream my mentor and I share!		
8	[PlayerName]	On behalf of everyone's taste buds, thank you!		
9	[PlayerName]	That explains it. The Commercial District's been rolling out new dishes all the time.		
10	Greenie	Well, love and good food are the two things in life one should never compromise on.		
