TextId	ActorName	ActorTalk	Cv	Desc
1	Asimov	That's all I need. Get someone to bring the equipment.	510015015	
2	Construct	Roger!	510015016	
3	Asimov	Right on time, [PlayerName]. You saw Rosetta before coming here, didn't you?	510015017	
4	Asimov	I'll keep it short. The crisis didn't just hit Babylonia. The Arctic Route Union got caught up in it too.	510015018	
5	Asimov	The Arctic glaciers split apart and started melting. A swarm of Corrupted came out. We still don't know why.	510015019	
6	Asimov	They look like machines that were frozen long ago. Once thawed, they started attacking every settlement in sight.	510015020	
7	Asimov	That includes New Sophiasburgh—the one the Arctic Route Union planned to make their new capital.	510015021	
8	Asimov	Not yet. Resources in the Arctic are too limited.	510015022	
9	Asimov	I've seen the dossier. You were involved in some of the negotiations there.	510015023	
10	Asimov	"Back to Rosetta. During the battle to defend New Sophiasburgh, she was ambushed and nearly killed. To save her, they put her into a prototype frame called ""Malkuth."""	510015024	
11	Asimov	But that frame was still in development—not even the basic tuning was done. Transferring a Construct into an unfinished frame almost guarantees M.I.N.D. instability.	510015025	
12	Asimov	After that, Babylonia got their distress call. I looked into it and found a black box embedded in the frame, and it was interfering with her M.I.N.D.	510015026	
13	Asimov	I'm not sure, but it also works as a startup lock. Until certain conditions are met, the frame won't fully activate. That's why she's still unconscious.	510015027	
14	Asimov	There is... The Arctic's still in danger. Rosetta's their leader, and she can't stay in this state forever.	510015028	
15	Asimov	I need you to dive into her M.I.N.D. and break the black box's lock from the inside. That should wake her up.	510015029	
16	Asimov	Prolonged coma could cause irreversible damage to her M.I.N.D. This is the best option we've got.	510015030	
17	Asimov	And I brought you in for a reason. When it comes to M.I.N.D. diving, you're the best we have.	510015031	
18	Asimov	Go find Mina. He's one of the people who came to Babylonia with Rosetta.	510015032	
19	Asimov	I'll take care of the diving gear and the software, but according to the Arctic mechanoid, the frame ID code is with him.	510015033	
20	Asimov	I tried to track him down, but someone said he wandered off to go sightseeing... We're short on people, so I'll leave this to you.	510015034	
21		I'm here, Asimov.		
22		She doesn't look good.		
23		Why is she here?		
24		Is that city even finished yet?		
25		I remember that place.		
26		What's inside it?		
27		...Is there anything we can do?		
28		Won't that hurt her?		
29		What do I need to do?		
