TextId	ActorName	ActorTalk	Cv	Desc
1	Lee	[PlayerName], where are you right now?	510010001	
2		That eager to see me? I've reached the logistics center.		
3	Lee	Just trying to save time. Texting distracts you. Talking this way won't affect your focus—it's the most efficient option.	510010002	
4	Lee	Tell me where you are exactly. I'll come to you.	510010003	
5		I'm near the mechanical arm by the platform.		
6	Lee	Don't move. I passed by earlier—the connecting rod on that arm is loose. It's a safety risk. Stay away until it's fixed.	510010004	
7	Lee	Alright, now turn around.	510010005	
8	Lee	What is it?	510010006	
9		Right next to you...		
10	Lee	There's nothing there.	510010007	
11		[Affection]		
12		[Health Index]		
