TextId	ActorName	ActorTalk	Cv	Desc
1	Moka	Commandant, did you find anything?	510016025	
2		(Explain the decoded message to Moka.)		
3	Moka	The Starwhisper Project? I remember that from tech history class!	510016026	
4		From the name alone, it sounds like a space broadcast system.		
5	Moka	Exactly! It converted people's recorded well-wishes into electromagnetic signals and sent them to satellites so they could play them out in space.	510016027	
6	Moka	After the Punishing outbreak, the satellites lost contact with the ground. They stopped receiving new messages from Earth, but they never stopped broadcasting the ones they already had.	510016028	
7	Moka	Writers love using these signals as story hooks now. Horror stories, romances, everything.	510016029	
8	Moka	I even have a few books about them. The newest one is Confessions Adrift in the Starry Sea. If you want to read it, I can bring it right now... actually no, we should finish the mission first. Hehe.	510016030	
9	Karenina	Forget the messages for a moment. I keep thinking about how we could bring those satellites back. If they're still running after all these years, they must be worth salvaging.	510016031	
10		If we recover them, we might find useful research material too.		
11		I'll keep an eye out for that during the next tests.		
12	Karenina	Perfect. I traced the signal again, and it leads to airspace AR003. This part is up to you, [PlayerName].	510016032	
