Id	Text
1	向着未启之美
2	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
3	
4	
5	指挥官休息室
6	
7	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
8	返回指挥官休息室查看通讯
9	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
10	返回指挥官休息室查看通讯
11	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
12	查看未知短信
13	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
14	
15	空中花园-商业A区
16	前往短信指向的位置
17	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
18	前往短信指向的位置
19	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
20	前往商业B区
21	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
22	
23	空中花园-商业B区
24	与赛琳娜对话
25	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
26	随赛琳娜一同前往活动会场
27	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
28	与赛琳娜对话
29	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
30	
31	一封鸢尾紫的邀请函正静静躺在你的终端中，那会开启怎样的一程？
