Id	Text
1	商业露天广场开发计划
2	
3	
4	
5	空中花园-商业A区
6	阅读通讯
7	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
8	阅读卡列尼娜发来的通讯
9	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
10	前往库洛洛咖啡阅读《黄金日刊》
11	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
12	阅读布偶熊发来的通讯
13	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
14	联络赛利卡
15	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
16	
17	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
18	巡视露天广场
19	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
20	
21	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
22	调查遗落的文件
23	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
24	联络赛利卡，开始就职演讲
25	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
26	
27	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
28	
29	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
30	
31	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
32	完成下一轮建设
33	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
34	完成下一轮建设
35	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
36	
37	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
38	
39	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
40	前往茵泰百货
41	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
42	和露西亚对话
43	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
44	
45	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
46	阅读槐月的通讯
47	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
48	前往阿迪莱商会
