Id	Text
1	邻座的神威同学
2	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
3	
4	
5	法奥斯军事学院
6	查看通讯内容
7	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
8	前往和神威约定的见面地点
9	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
10	前往和神威约定的见面地点
11	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
12	前往和神威约定的见面地点
13	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
14	前往和神威约定的见面地点
15	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
16	与神威一起进入协同教学中心
17	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
18	前往教室
19	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
20	找到座位坐下，准备开始上课
21	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
22	
23	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
24	
25	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
26	
27	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
28	停止参与模拟课程，离开教室
29	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
30	离开协同教学中心
31	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
32	
33	神威当前在法奥斯内活动。然而，他的目光似乎不仅停留在手头的任务上，而是怀有别样的期待。他期待的是什么呢？
