Id	Text
1	她的痕迹
2	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
3	
4	
5	法奥斯军事学院
6	查看通讯
7	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
8	去库洛洛指定的位置
9	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
10	
11	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
12	
13	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
14	
15	法奥斯军事学院
16	前往终端控制室
17	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
18	
19	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
20	
21	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
22	
23	法奥斯军事学院
24	前往终端控制室
25	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
26	
27	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
28	
29	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
30	
31	法奥斯军事学院
32	阻止阿尔法
33	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
34	
35	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
36	前往棱镜·纪念广场
37	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
38	
39	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
40	
41	法奥斯军事学院
42	与库洛洛对话
43	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
44	（可选）休息片刻
45	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
46	
47	法奥斯军事学院
48	
49	库洛洛突然发来通讯，说撞见了危险人物……先前的危机已经解除，危险也应该已经没有了才是。想到这里，你不知为何想起了先前与你一同战斗的、会被库洛洛称作 “危险” 的身影——虽然不太可能……总之去看看吧。
