Id	Text
1	行至时间彼岸
2	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
3	
4	
5	
6	查看故事的后续
7	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
8	
9	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
10	
11	
12	调查假山
13	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
14	调查树木后面
15	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
16	调查草丛
17	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
18	
19	
20	将四叶草交给阿呆蛙
21	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
22	
23	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……\n
24	离开电影世界
25	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
