Id	Text
1	行至时间彼岸
2	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
3	
4	
5	
6	
7	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
8	与人影交谈
9	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
10	
11	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
12	
13	
14	帮助阿呆蛙寻找树枝
15	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
16	帮助阿呆蛙寻找绿草
17	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
18	帮助阿呆蛙寻找鲜花
19	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
20	
21	
22	与阿呆蛙交谈
23	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
24	
25	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
26	前往森林深处
27	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
