Id	Text
1	初生意志的迷惘
2	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
3	
4	
5	
6	以七实的视角漫步空中花园
7	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
8	以七实的视角漫步空中花园
9	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
10	在空中花园打听灰鸦指挥官的下落
11	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
12	向库洛洛询问灰鸦指挥官的位置
13	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
