Id	Text
1	星海漂流的祝愿
2	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
3	
4	
5	
6	
7	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
8	
9	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
10	
11	空中花园-军事警备区
12	阅读短信
13	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
14	前往军事警备区
15	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
16	前往军事警备区与卡列尼娜汇合
17	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
18	前往军事警备区与卡列尼娜汇合
19	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
20	乘坐电梯前往上层
21	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
22	前往无人机操作间
23	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
24	前往无人机操作间
25	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
26	接入无人机操作界面
27	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
28	前往空域AR001探索
29	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
30	与卡列尼娜和莫卡讨论听到的奇怪声音
31	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
32	前往空域AR002继续探索
33	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
34	去侧面操作台与卡列对话
35	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
36	前往侧面操作台查看信号频率
37	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
38	将收集到的信号频率告知二人
39	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
40	前往空域AR003继续探索
41	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
42	将收集到的信号频率告知二人
43	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
44	前往空域AR004，回收卫星信号
45	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
46	与卡列尼娜二人讨论回收情况
47	受卡列尼娜邀请，灰鸦指挥官前往军事警备区的无人机操作间，参与第二代无人机的试飞任务。在试飞过程中，无人机似乎捕捉到了奇怪的频率……
