Id	Text
1	初生意志的迷惘
2	拍照系统玩法任务（物流与电影）
3	
4	
5	空中花园-商业B区
6	前往物流中心
7	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
8	阅读布偶熊的短信
9	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
10	跟随大黑前往发出异常信号的地点
11	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
12	与可疑人员对话
13	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
14	拍摄可疑人员
15	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
16	与大黑对话
17	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
18	照片交付
19	照片交付
20	跟随大黑暂时离开这里
21	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
22	阅读短信
23	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
24	拍摄可疑人员
25	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
26	
27	空中花园-商业B区
28	寻找物流中心的伪装库洛洛（其一）
29	来到梦晖绿荫的灰鸦指挥官收到神秘人士发来的消息，发现竟是偷拍自己的照片，跟随线索追踪时却被对方逃掉。与此同时，灰鸦指挥官遇到了同样寻找神秘人士的卡列尼娜与工程部队技术员大黑……
30	寻找物流中心的伪装库洛洛（其二）
