Id	Text
1	行至时间彼岸
2	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
3	
4	
5	指挥官休息室
6	
7	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
8	阅读露西亚发来的通讯
9	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
10	
11	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
12	取走电影体验劵
13	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
14	查看折纸四叶草
15	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
16	
17	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
18	阅读露西亚发来的通讯
19	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
20	
21	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
22	查看折纸四叶草
23	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
24	
25	指挥官休息室
26	离开休息室
27	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
28	阅读每日推送（可选）
29	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
30	整理仪容（可选）
31	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
32	
33	空中花园-商业A区
34	和露西亚汇合
35	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
36	
37	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
38	与露西亚前去观影
39	艺术协会修复了一部名为《阿呆蛙之日》的黄金时代影片。灰鸦指挥官与露西亚相约一同前往观影，然而未曾料到的是，一场奇妙的意外正悄然等候在前方……
40	与露西亚前去观影
