Id	Text
1	庆典邀约·薇拉
2	
3	
4	和薇拉一起逛庆典
5	空中花园-商业A区
6	前往库雪雪的摊位
7	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
8	与薇拉一起和库雪雪合影
9	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
10	前往环形灯带处
11	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
12	和薇拉在灯带下合影
13	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
14	继续游览庆典
15	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
16	和薇拉一起逛庆典
17	空中花园-商业A区
18	
19	
20	跟薇拉合影留念
21	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
22	联络赛利卡，结束庆典
23	商业区正在如火如荼地开展“露天广场开发计划”，但近期入驻广场的商家都陆续收到了来自“芙洛世商会”的威胁信。受罗斯的委托，灰鸦指挥官决定开始调查背后的真相……
