Id	Text
1	归航与启程
2	
3	
4	
5	法奥斯军事学院
6	在法奥斯四处逛逛
7	
8	
9	法奥斯军事学院
10	前往光谱花园
11	在法奥斯探索、路上3人闲聊，主要是凡妮莎为指挥官和露西亚讲法奥斯的现状。
12	前往餐厅（可选）
13	到达学院商业区，凡妮莎向露西亚解释起前庭商铺中售卖的一些特色餐品，其中浓厚的学院氛围让露西亚倍感好奇。
14	在街区一带看看（可选）
15	
16	前往附近的店铺（可选）
17	
18	
19	法奥斯军事学院
20	
21	
22	进入协同教学中心
23	【跑图】指挥官、露西亚、凡妮莎3人前往教学楼内部
24	进入协同教学中心
25	
26	
27	法奥斯军事学院
28	前往拟域训练场
29	西蒙和哈里乔据说在2楼等待指挥官，虽然不太情愿，但凡妮莎还是打算与指挥官一起捎上他们再去礼堂。
30	查看校内公告版（可选）
31	
32	查看全息投影（可选）
33	
34	
35	法奥斯军事学院
36	前往拟域训练场
37	进入训练室，终端控制室名字待定
38	
39	
40	离开拟域训练场
41	【跑图】从教学楼训练室前往礼堂
42	前往黄金大厅
43	去到纪念广场，镜头拉过去一下
44	前往黄金大厅
45	
46	
47	
48	前往礼堂
49	
50	前往黄金大厅
51	
52	
53	
54	
55	法奥斯军事学院
56	离开黄金大厅
57	
58	阅读库洛姆的来信
59	
60	（可选）与现场的其他人说说话
61	
