Id	Text
1	未被破解的编码
2	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
3	
4	
5	法奥斯军事学院-拟域训练场
6	前往拟域训练场
7	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
8	
9	法奥斯军事学院-拟域训练场
10	使用「视界探查」解码库洛洛
11	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
12	
13	法奥斯军事学院-拟域训练场
14	
15	
16	使用「视界探查」调查监控
17	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
18	与阿西莫夫聊聊
19	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
20	
21	法奥斯军事学院-拟域训练场
22	使用「视界探查」调查环境
23	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
24	
25	
26	
27	
28	
29	法奥斯军事学院-拟域训练场
30	追踪脚印信息前往二楼
31	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
32	
33	法奥斯军事学院-拟域训练场
34	使用「视界探查」寻找嫌疑人
35	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
36	
37	
38	
39	
40	
41	法奥斯军事学院-交通枢纽
42	与嫌疑人聊聊
43	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
44	前往生活服务基站继续调查
45	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
46	使用「视界探查」解码库洛洛
47	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
48	跟随库洛洛
49	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
50	追上嫌疑人
51	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
52	
53	法奥斯军事学院-交通枢纽
54	使用「视界探查」修复库洛洛
55	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
56	
57	法奥斯军事学院-交通枢纽
58	追上嫌疑人
59	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
60	使用「视界探查」关闭闸门
61	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
62	
63	
64	前往法奥斯纪念碑
65	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
66	与阿西莫夫聊聊
67	空中花园教学楼内，库洛洛出现了异常聚集现象。阿西莫夫让指挥官使用一套尚在测试的系统「视界探查」调查异常背后的真相。 随着调查深入，一段藏在库洛洛编码中的隐秘信息逐渐浮出水面，而它所指向的，是一个关于父亲、关于选择、关于一生的故事。
