Id	CharacterId	StoryType	StoryName	StoryChapter	StoryBg	Priority	NewTime
1	1021001		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	1	
2	1021001		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	2	
3	1021001		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	3	
4	1021001		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	4	
5	1021001		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	5	
6	1021001		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	6	
7	1021001		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	7	
8	1021001		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	8	
9	1021001	77	间章旧闻·往何处逃离	1001001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner01.png	9	
10	1021001	77	间章旧闻·蜕变	1001002	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner01B.png	10	
11	1021001	108	好感度剧情	1021001	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	11	
12	1021001		主线·9·黑星坠落	1009	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic09.png	14	
13	1021001		主线·10·永久列车	1010	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic10.png	15	
14	1021001		主线·11·九龙夜航	1011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	16	
15	1021001		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	17	
16	1021002	108	好感度剧情	1021002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	12	
17	1021002	74	外篇旧闻·EX00·极地暗流	2000	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX00.png	13	
18	1021002	74	外篇旧闻·EX04·咏叹回声	2004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX04.png	21	
19	1021004	77	间章旧闻·宝物	1001003	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner01C.png	18	
20	1021004	108	好感度剧情	1021004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	19	
21	1021004		主线·13·终焉福音	1013	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic13.png	20	
22	1021004		主线·14·视线囚笼	1014	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic14.png	22	
23	1021004		主线·16·永夜胎动	1016	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic16.png	23	
24	1021004		主线·17·湮灭残昼	1017	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	24	
25	1021004		主线·23·凛桎鸣渊	1023	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic23.png	25	
26	1021004		主线·28·络勾陈	1028	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic28.png	26	
27	1021004	96	主线·30·镜像星尘	1030	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic30.png	27	
28	1021004	96	浮点纪实·ER06·幽塔黎光	2006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER06.png	28	
29	1021006	108	好感度剧情	1021006	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	29	
30	1021006	96	主线·31·剪身成蝶	1031	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic31.png	30	
31	1021006	96	主线·36·溯梦归途	1036	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic36.png	31	
32	1011002		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	32	
33	1011002		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	33	
34	1011002		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	34	
35	1011002		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	35	
36	1011002		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	36	
37	1011002		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	37	
38	1011002		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	38	
39	1011002		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	39	
40	1011002		主线·9·黑星坠落	1009	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic09.png	40	
41	1011002		主线·11·九龙夜航	1011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	42	
42	1011002		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	43	
43	1011002	77	间章旧闻·四二一	1004001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner03.png	44	
44	1011002	108	好感度剧情	1011002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	45	
45	1011002	74	外篇旧闻·EX04·咏叹回声	2004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX04.png	47	
46	1011003	108	好感度剧情	1011003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	46	
47	1011003		主线·10·永久列车	1010	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic10.png	41	
48	1011004		主线·21·刻命螺旋	1021	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic21.png	48	
49	1011004	108	好感度剧情	1011004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	49	
50	1011004	96	主线·36·溯梦归途	1036	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic36.png	50	
51	1031001		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	51	
52	1031001		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	52	
53	1031001		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	53	
54	1031001		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	54	
55	1031001		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	55	
56	1031001		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	56	
57	1031001		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	57	
58	1031001		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	58	
59	1031001		主线·9·黑星坠落	1009	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic09.png	59	
60	1031001		主线·10·永久列车	1010	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic10.png	60	
61	1031001		主线·11·九龙夜航	1011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	61	
62	1031001		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	62	
63	1031001	77	间章旧闻·月光下的礼服	1002001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner02.png	63	
64	1031001	108	好感度剧情	1031001	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	64	
65	1031001	96	浮点纪实·ER07·云梁觅影	2007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER07.png	72	
66	1031002	108	好感度剧情	1031002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	65	
67	1031002	74	外篇旧闻·EX04·咏叹回声	2004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX04.png	67	
68	1031003	108	好感度剧情	1031003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	66	
69	1031004		主线·16·永夜胎动	1016	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic16.png	68	
70	1031004		主线·17·湮灭残昼	1017	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	69	
71	1031004	77	间章旧闻·青鸟	1002002	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner24.png	70	
72	1031004	108	好感度剧情	1031004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	71	
73	1031005	108	相约纪事·铭生者慈怜	1031005	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner33.png	73	
74	1021003		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	74	
75	1021003		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	75	
76	1021003		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	76	
77	1021003		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	77	
78	1021003		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	78	
79	1021003		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	79	
80	1021003		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	80	
81	1021003		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	81	
82	1021003		主线·9·黑星坠落	1009	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic09.png	82	
83	1021003		主线·10·永久列车	1010	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic10.png	83	
84	1021003		主线·11·九龙夜航	1011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	84	
85	1021003		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	85	
86	1021003	77	间章旧闻·蜕变	1001002	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner01B.png	86	
87	1021003	83	本我回廊·深红之渊	100211	Assets/Product/Texture/Image/UiFubenUiCharacterTowerBanner/CharacterTowerBanner01.png	87	
88	1021003	74	外篇旧闻·EX00·极地暗流	2000	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX00.png	88	
89	1021003	108	好感度剧情	1021003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	89	
90	1021003		主线·13·终焉福音	1013	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic13.png	90	
91	1021003		主线·14·视线囚笼	1014	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic14.png	91	
92	1021005		主线·23·凛桎鸣渊	1023	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic23.png	92	
93	1021005	108	好感度剧情	1021005	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	93	
94	1021005	96	主线·30·镜像星尘	1030	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic30.png	94	
95	1061002		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	1	
96	1061002		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	2	
97	1061002		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	3	
98	1061002		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	4	
99	1061002		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	5	
100	1061002		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	6	
101	1061002		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	7	
102	1061002		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	8	
103	1061002	77	间章旧闻·血色夕阳	1008001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner08.png	9	
104	1061002	108	好感度剧情	1061002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	10	
105	1061003		主线·11·九龙夜航	1011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	12	
106	1061003		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	13	
107	1061003	108	好感度剧情	1061003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	11	
108	1061003		主线·14·视线囚笼	1014	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic14.png	14	
109	1061003	96	浮点纪实·ER08·暮往长离	2008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER08.png	15	
110	1051001		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	110	
111	1051001		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	111	
112	1051001		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	112	
113	1051001		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	113	
114	1051001		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	114	
115	1051001		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	115	
116	1051001		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	116	
117	1051001		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	117	
118	1051001	77	间章旧闻·吞噬	1003001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner04.png	118	
119	1051001	108	好感度剧情	1051001	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	120	
120	1051003	77	间章旧闻·友人	1003002	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner04B.png	119	
121	1051003	108	好感度剧情	1051003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	121	
122	1051004		主线·18·曙星致意	1018	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic18.png	123	
123	1051004	108	好感度剧情	1051004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	124	
124	1051004	76	浮点纪实·ER01·遥岸方舟	2001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER01.png	125	
