Id	Name	Icon	BossIcon	TrialIcon	BossBuffName	BossBuffText	MainPrefabName	ItemPrefabName	SectionIcon
1			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgBaodong.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	迟缓	每次对构造体造成伤害都会使构造体降低10%移动速度，持续10秒，最多叠加5层。	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole05.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName05.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz01.png']
2			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgBaodong.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	迟缓	每次对构造体造成伤害都会使构造体降低10%移动速度，持续10秒，最多叠加5层。	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole06.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName06.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz02.png']
3			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgKamu.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	威慑	怪物受到来自10米范围外的伤害降低50%	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole09.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName09.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz03.png']
4			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgKamu.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	威慑	怪物受到来自10米范围外的伤害降低50%	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole10.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName10.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz04.png']
5			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgLuosaita.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	坚盾	怪物拥有霸体值时，减免80%伤害。	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole03.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName03.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz05.png']
6			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgLuosaita.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	坚盾	怪物拥有霸体值时，减免80%伤害。	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole04.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName04.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz06.png']
7			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgHuaxu.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	禁区	怪物受到来自5米范围内的伤害增加20%	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole07.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName07.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz07.png']
8			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgHuaxu.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	禁区	怪物受到来自5米范围内的伤害增加20%	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole08.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName08.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz08.png']
9			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgJiabailie.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	禁疗	辅助型泛用机体的治疗效果降低50%	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz09.png']
10			Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgJiabailie.png	Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillImgShilian.png	禁疗	辅助型泛用机体的治疗效果降低50%	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanqia.prefab	Assets/Product/Ui/ComponentPrefab/FubenUnionKill/UnionKillGuanQiaItem.prefab	['Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBg01.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgRole02.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgName02.png', 'Assets/Product/Texture/Image/UiUnionKillStage/UiUnionKillBgSz10.png']
