Id	PhotoTemplateBaseId	TextureUrl
26120001	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto101.png
26120002	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto102.png
26120003	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto201.png
26120004	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto202.png
26120006	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto301.png
26120007	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto302.png
26120008	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto303.png
26120009	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto304.png
26120010	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto305.png
26120005	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto401.png
26120011	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto501.png
26120012	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto502.png
26120013	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto601.png
26120014	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto602.png
26120015	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto603.png
26120016	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto604.png
26120017	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto605.png
26120018	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto606.png
26120019	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto607.png
26120020	105	Assets/Product/BigWorld/SkyGarden_SuShe/DynamicTextures/UiBigWorldSushePhoto608.png
