Id	SourceGroupId	Type	Priority	Title	Desc	Icon	PreTaskId	ActivateCondition	Condition	Result	DropId	RewardId	SkipId	StartTime	EndTime	Suffix	ShowAfterTaskId	AchvType	GroupId	ShowAfterGroup	GroupTheme	ShowType	ShowCondition
98		1	10000	普通第一章	完成序章	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[98]	1		100001	98			教学			1			1	
100		1	9990	普通第一章	通关普通剧情1-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[100]	1		100000	100			剧情			1			1	
101		1	9980	普通第一章	通关普通剧情1-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[101]	1		99999	101			剧情			1			1	
102		1	9970	普通第一章	通关普通剧情1-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[102]	1		100002	102			剧情			1			1	
103		1	9960	普通第一章	通关普通剧情1-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[103]	1		100003	103			剧情			1			1	
104		1	9950	普通第一章	通关普通剧情1-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[104]	1		100004	104			剧情			1			1	
105		1	9940	普通第一章	通关普通剧情1-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[105]	1		100005	105			剧情			1			1	
106		1	9930	普通第一章	穿戴6件装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[106]	6		100006	106			剧情			1			1	
108		1	9920	普通第一章	通关普通剧情1-7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[108]	1		100008	108			剧情			1			1	
109		1	9910	普通第一章	通关普通剧情1-8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[109]	1		100009	109			剧情			1			1	
110		1	9900	普通第一章	通关普通剧情1-9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[110]	1		100010	110			剧情			1			1	
111		1	9890	普通第一章	通关普通剧情1-10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[111]	1		100011	111			剧情			1			1	
112		1	9880	普通第一章	穿戴2件紫色装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[112]	2		100012	112			剧情			1			1	
107		1	9870	普通第一章	1件装备强化至10级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[107]	1		100007	107			剧情			1			1	
113		1	9860	普通第一章	2件装备强化至15级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[113]	2		100013	113			剧情			1			1	
114		1	9850	普通第一章	通关普通剧情1-11	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[114]	1		100014	114			剧情			1			1	
320		1	9840	普通第一章	通关普通剧情1-12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[320]	1		100220	320			剧情			1			1	
350		1	9830	普通第一章	成员等级升至10级后晋升至军士2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[350]	1		100014	350			剧情			1			1	
116		1	9820	普通第一章	1个成员战斗参数到达450以上	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[116]	1		100016	116			剧情			1			1	
115		1	9810	完成第一章所有任务	完成普通第一章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png			[115]	19		100015				剧情			1		1	1	
117		1	9800	普通第二章	通关普通剧情2-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[117]	1		100017	117			剧情	115		2	1		1	
118		1	9790	普通第二章	通关普通剧情2-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[118]	1		100018	118			剧情	115		2	1		1	
119		1	9780	普通第二章	通关普通剧情2-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[119]	1		100019	119			剧情	115		2	1		1	
120		1	9770	普通第二章	通关普通剧情2-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[120]	1		100020	120			剧情	115		2	1		1	
121		1	9760	普通第九章	通关1次拟战场域	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[121]	1		100021	121			剧情	115		17	1		1	
122		1	9750	普通第九章	3个成员升级至15级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[122]	3		100022	122			剧情	115		17	1		1	
123		1	9740	普通第二章	通关普通剧情2-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[123]	1		100023	123			剧情	115		2	1		1	
124		1	9730	普通第二章	通关普通剧情2-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[124]	1		100024	124			剧情	115		2	1		1	
127		1	9720	普通第九章	完成4个以上日常任务	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[127]	4		100027	127			剧情	115		17	1		1	
128		1	9710	普通第九章	拥有4件20级装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[128]	4		100028	128			剧情	115		17	1		1	
125		1	9700	普通第二章	通关普通剧情2-7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[125]	1		100025	125			剧情	115		2	1		1	
126		1	9690	普通第二章	通关普通剧情2-8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[126]	1		100026	126			剧情	115		2	1		1	
129		1	9680	普通第二章	通关普通剧情2-9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[129]	1		100029	129			剧情	115		2	1		1	
130		1	9670	普通第二章	通关普通剧情2-10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[130]	1		100030	130			剧情	115		2	1		1	
133		1	9660	普通第二章	通关普通剧情2-11	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[133]	1		100035	133			剧情	115		2	1		1	
321		1	9650	普通第二章	通关普通剧情2-12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[321]	1		100036	321			剧情	115		2	1		1	
131		1	9640	普通第九章	通关1次拟战场域	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[131]	1		100031	131			剧情	115		17	1		1	
132		1	9630	普通第九章	拥有6件20级装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[132]	6		100032	132			剧情	115		17	1		1	
135		1	9620	普通第九章	通关1次拟战场域	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[135]	1		100033	135			剧情	115		17	1		1	
136		1	9610	普通第九章	突破3次装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[136]	3		100221	136			剧情	115		17	1		1	
137		1	9600	普通第九章	1个成员战斗参数到达800以上	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[137]	1		100037	137			剧情	115		17	1		1	
134		1	9590	完成第二章所有任务	完成普通第二章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png			[134]	12		100034				剧情	115		2	1	1	1	
138		1	9580	隐藏第一章	通关隐藏剧情1-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[138]	1		100038	138			剧情	134		3	2		1	
139		1	9570	隐藏第一章	通关隐藏剧情1-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[139]	1		100039	139			剧情	134		3	2		1	
140		1	9560	隐藏第一章	通关隐藏剧情1-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[140]	1		100040	140			剧情	134		3	2		1	
143		1	9550	隐藏第一章	通关隐藏剧情1-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[143]	1		100043	143			剧情	134		3	2		1	
144		1	9540	隐藏第一章	通关隐藏剧情1-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[144]	1		100044	144			剧情	134		3	2		1	
328		1	9530	隐藏第一章	通关隐藏剧情1-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[328]	1		100228	328			剧情	134		3	2		1	
141		1	9520	隐藏第一章	3个成员到达20级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[141]	3		100041	141			剧情	134		3	2		1	
142		1	9510	隐藏第一章	升级成员技能20次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[142]	20		100042	142			剧情	134		3	2		1	
146		1	9500	隐藏第一章	1个成员战斗参数到达1050以上	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[146]	1		100046	146			剧情	134		3	2		1	
145		1	9490	完成第一章所有任务	完成隐藏第一章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png			[145]	9		100045				剧情	134		3	2	1	1	
147		1	9480	普通第三章	通关普通剧情3-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[147]	1		100047	147			剧情	145		4	3		1	
148		1	9470	普通第三章	通关普通剧情3-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[148]	1		100048	148			剧情	145		4	3		1	
149		1	9460	普通第三章	通关普通剧情3-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[149]	1		100049	149			剧情	145		4	3		1	
150		1	9450	普通第三章	通关普通剧情3-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[150]	1		100050	150			剧情	145		4	3		1	
151		1	9440	普通第十章	拥有6件25级以上意识	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[151]	6		100051	151			剧情	145		19	3		1	
152		1	9430	普通第十章	拥有1件25级以上武器	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[152]	1		100052	152			剧情	145		19	3		1	
153		1	9420	普通第三章	通关普通剧情3-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[153]	1		100053	153			剧情	145		4	3		1	
154		1	9410	普通第三章	通关普通剧情3-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[154]	1		100054	154			剧情	145		4	3		1	
157		1	9400	普通第十章	意识突破6次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[157]	6		100057	157			剧情	145		19	3		1	
158		1	9390	普通第十章	武器突破2次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[158]	2		100058	158			剧情	145		19	3		1	
155		1	9380	普通第三章	通关普通剧情3-7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[155]	1		100055	155			剧情	145		4	3		1	
156		1	9370	普通第三章	通关普通剧情3-8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[156]	1		100056	156			剧情	145		4	3		1	
159		1	9360	普通第三章	通关普通剧情3-9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[159]	1		100059	159			剧情	145		4	3		1	
160		1	9350	普通第三章	通关普通剧情3-10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[160]	1		100060	160			剧情	145		4	3		1	
161		1	9340	普通第三章	通关普通剧情3-11	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[161]	1		100061	161			剧情	145		4	3		1	
322		1	9330	普通第三章	通关普通剧情3-12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[322]	1		100222	322			剧情	145		4	3		1	
163		1	9320	普通第十章	1个成员达到28级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[163]	1		100063	163			剧情	145		19	3		1	
164		1	9310	普通第十章	升级成员技能30次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[164]	30		100064	164			剧情	145		19	3		1	
165		1	9300	普通第十章	1个成员战斗参数到达1400以上	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[165]	1		100065	165			剧情	145		19	3		1	
162		1	9290	完成第三章所有任务	完成普通第三章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png			[162]	12		100062				剧情			4	3	1	1	
166		1	9280	隐藏第二章	通关隐藏剧情2-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[166]	1		100066	166			剧情	162		5	4		1	
167		1	9270	隐藏第二章	通关隐藏剧情2-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[167]	1		100067	167			剧情	162		5	4		1	
168		1	9260	隐藏第二章	通关隐藏剧情2-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[168]	1		100068	168			剧情	162		5	4		1	
169		1	9250	隐藏第二章	通关隐藏剧情2-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[169]	1		100069	169			剧情	162		5	4		1	
172		1	9240	隐藏第二章	通关隐藏剧情2-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[172]	1		100072	172			剧情	162		5	4		1	
329		1	9230	隐藏第二章	通关隐藏剧情2-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[329]	1		100229	329			剧情	162		5	4		1	
170		1	9220	普通第十一章	3个成员达到30级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[170]	3		100070	170			剧情	162		21	4		1	
171		1	9210	普通第十一章	拥有6件30级以上的装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[171]	6		100071	171			剧情	162		21	4		1	
174		6	9200	隐藏第二章	1个成员战斗参数到达1800以上	Assets/Product/Texture/Image/IconTask/TaskIconFight.png			[174]	1		100074	174			剧情	162		5	4		1	
173		1	9190	完成第二章所有任务	完成隐藏第二章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png			[173]	6		100073				剧情	162		5	4	1	1	
175		1	9180	普通第四章	通关普通剧情4-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[175]	1		100075	175			剧情	173		6	5		1	
176		1	9170	普通第四章	通关普通剧情4-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[176]	1		100076	176			剧情	173		6	5		1	
177		1	9160	普通第四章	通关普通剧情4-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[177]	1		100077	177			剧情	173		6	5		1	
178		1	9150	普通第四章	通关普通剧情4-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[178]	1		100078	178			剧情	173		6	5		1	
179		1	9140	普通第十一章	意识突破15次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[179]	15		100079	179			剧情	173		21	5		1	
180		1	9130	普通第十一章	武器突破3次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[180]	3		100080	180			剧情	173		21	5		1	
181		1	9120	普通第四章	通关普通剧情4-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[181]	1		100081	181			剧情	173		6	5		1	
