Id	Group	Type	PositionX	PositionY	PositionZ	QuaternionX	QuaternionY	QuaternionZ	QuaternionW	ScaleX	ScaleY	ScaleZ	SizeX	SizeY	SizeZ	Direction	Mesh	Convex	CameraBlockHandleTag
1		BoxCollider	128.3088	4.4249	95.7235				1.0	0.1716	0.5434	0.2348	55.2354	16.368	62.5615				
2		BoxCollider	140.2908	4.4259	76.2184		-0.1813		0.9834	0.2592	2.1731	0.6588	55.2354	16.368	62.5615				
3		BoxCollider	119.9074	4.4265	14.8759		-0.8667		0.4987	0.6876	3.0808	0.9806	55.2354	16.368	62.5615				
4		BoxCollider	99.8478	4.4249	109.8955				1.0	0.1843	0.5434	0.0509	55.2354	16.368	62.5615				
5		BoxCollider	101.9077	4.4249	113.1455				1.0	0.1843	0.5434	0.0509	55.2354	16.368	62.5615				
6		BoxCollider	64.3048	4.4249	91.6684		-0.5511		0.8344	0.1412	0.2396	0.0707	55.2354	16.368	62.5615				
7		BoxCollider	72.2394	4.1274	71.9968		-0.9423		0.3346	0.0531	0.0748	0.0317	55.2354	16.368	62.5615				
8		BoxCollider	75.4387	4.4249	27.3224		-0.9733		0.2293	0.0733	0.2396	0.0391	55.2354	16.368	62.5615				
9		BoxCollider	112.2561	3.6318	39.3403	0.0392	-0.9187	-0.0167	0.3924	0.0788	0.0511	0.0128	55.2354	16.368	62.5615				
10		BoxCollider	115.2946	3.7057	40.1365	0.0901	-0.7906	-0.0478	0.6037	0.0788	0.0511	0.0108	55.2354	16.368	62.5615				
11		BoxCollider	77.8946	4.4249	24.4852		-0.9193		0.3935	0.0733	0.2396	0.0391	55.2354	16.368	62.5615				
12		BoxCollider	75.6605	4.4249	23.828		-0.9193		0.3935	0.096	0.2396	0.0532	55.2354	16.368	62.5615				
13		BoxCollider	101.7671	5.3653	108.261		-0.107		0.9942	0.1184	0.3606	0.0291	55.2354	16.368	62.5615				
14		BoxCollider	94.5729	5.4618	109.8955				1.0	0.0347	0.2595	0.0509	55.2354	16.368	62.5615				
15		BoxCollider	104.7645	4.4251	30.3682		-0.9661		-0.258	0.5001	0.829	0.0697	55.2354	16.368	62.5615				
16		BoxCollider	106.5345	4.4251	27.2982		-0.9661		-0.258	0.5001	0.829	0.0697	55.2354	16.368	62.5615				
17		BoxCollider	95.0499	3.8313	28.8214		-0.9999		0.0106	0.0795	0.2075	0.0442	55.2354	16.368	62.5615				
18		BoxCollider	95.2093	5.1783	22.3341		-0.9661		-0.258	0.1078	0.2075	0.0611	55.2354	16.368	62.5615				
19		BoxCollider	102.4	13.4709	20.77		0.2519		0.9677	10.9761	23.3184	10.9761	1.0	1.0	1.0				
20		BoxCollider	106.97	13.4709	27.0599		0.2869		0.9579	10.9761	23.3184	10.9761	1.0	1.0	1.0				
21		BoxCollider	113.15	13.4709	33.3499		0.4383		0.8988	10.9761	23.3184	10.9761	1.0	1.0	1.0				
22		BoxCollider	121.86	13.4709	40.1599		0.4376		0.8991	10.9761	23.3184	10.9761	1.0	1.0	1.0				
23		BoxCollider	125.6699	13.4709	41.74		0.873		0.4875	10.9761	23.3184	10.9761	1.0	1.0	1.0				
24		BoxCollider	137.6699	13.4709	48.15		0.9611		0.276	16.1478	23.3184	4.8393	1.0	1.0	1.0				
25		BoxCollider	138.3796	13.4709	33.0241		0.8855		0.4646	10.9761	23.3184	23.1588	1.0	1.0	1.0				
26		BoxCollider	151.6499	13.4709	52.24		0.8748		0.4844	10.9761	23.3184	23.1588	1.0	1.0	1.0				
27		BoxCollider	139.8099	13.4709	66.3899		0.9845		0.1752	10.9761	23.3184	23.1588	1.0	1.0	1.0				
28		BoxCollider	132.33	13.4709	85.91		0.9845		0.1752	10.9761	23.3184	23.1588	1.0	1.0	1.0				
29		BoxCollider	122.9599	13.4709	108.11		0.9845		0.1752	5.8393	23.3184	23.1588	1.0	1.0	1.0				
30		BoxCollider	125.66	13.4709	105.83		0.9873		-0.1582	5.8393	23.3184	23.1588	1.0	1.0	1.0				
31		BoxCollider	127.2994	13.4709	87.0374		0.963		0.2692	5.8393	23.3184	23.3983	1.0	1.0	1.0				
32		BoxCollider	133.3099	13.4709	75.73		0.7867		0.6172	5.8393	23.3184	5.452	1.0	1.0	1.0				
33		BoxCollider	115.4199	13.4709	109.97		0.8425		0.5386	10.9761	23.3184	23.1588	1.0	1.0	1.0				
34		BoxCollider	95.2399	13.4709	117.4199		0.7649		0.644	10.9761	23.3184	23.1588	1.0	1.0	1.0				
35		BoxCollider	86.7799	13.4709	118.7699		0.5722		0.82	10.9761	23.3184	23.1588	1.0	1.0	1.0				
36		BoxCollider	73.2799	13.4709	109.8099		0.4603		0.8877	10.9761	23.3184	23.1588	1.0	1.0	1.0				
37		BoxCollider	59.8199	13.4709	94.5299		0.2148		0.9766	10.9761	23.3184	23.1588	1.0	1.0	1.0				
38		BoxCollider	57.93	13.4709	77.58		-0.0452		0.9989	10.9761	23.3184	23.1588	1.0	1.0	1.0				
39		BoxCollider	63.2895	13.4709	58.0191		-0.2217		0.9751	10.9761	23.3184	23.1588	1.0	1.0	1.0				
40		BoxCollider	68.9019	11.3099	63.1327		-0.2217		0.9751	7.5089	14.7652	11.7388	1.0	1.0	1.0				
41		BoxCollider	96.3043	14.8397	25.0524		0.0865		0.9962	9.9441	21.8245	10.0683	1.0	1.0	1.0				
42		BoxCollider	91.5699	14.8397	16.3899		0.3414		0.9399	9.9441	21.8245	10.0683	1.0	1.0	1.0				
43		BoxCollider	69.48	13.4709	40.2599		-0.0925		0.9957	10.9761	23.3184	17.6632	1.0	1.0	1.0				
44		BoxCollider	68.3951	13.4709	26.0809		0.1682		0.9857	10.9761	23.3184	17.6632	1.0	1.0	1.0				
45		BoxCollider	75.4926	13.4709	27.3729		-0.3218		0.9467	4.1072	23.3184	15.06	1.0	1.0	1.0				
46		BoxCollider	81.58	13.4709	17.1		-0.5635		0.826	10.9761	23.3184	9.8258	1.0	1.0	1.0				
47		BoxCollider	87.4	13.4709	20.52		-0.7423		0.6699	5.4013	23.3184	19.8088	1.0	1.0	1.0				
48		BoxCollider	68.83	13.4709	14.43		-0.1654		0.9862	10.9761	23.3184	17.6632	1.0	1.0	1.0				
49		BoxCollider	79.08	13.4709	10.1		-0.764		0.6451	10.9761	23.3184	17.6632	1.0	1.0	1.0				
50		BoxCollider	119.9899	3.63	46.1199		0.5707		0.8211	5.3371	2.7918	5.3371	1.0	1.0	1.0				
