Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
2100001	500102	Exhibition Guide			
2100002	500102	New Male NPC 3 (Ecological)			
2100003	500102	Lounge Background Group 01 Female (Story)			
2100004	500102	Female Construct 1 (Story)			['Listen']
2100005	500102	Sirian			['Sirian']
2100006	500102	Barnes			['Barnes']
2100007	500102	Weidong			
2100008	500102	Wen He			
2100009	500102	Budong			['Listen']
2100010	500102	New Female NPC 6 (Ecological)			
2100011	500102	Uniformed Male NPC 02 (Pink)			['Talk']
2100012	500102	Floor-Sweeping Kuroro			
2100013	500102	Akdilek Male NPC 01 (Blue)			
2100014	500102	Sandis			['Sandis']
2100015	500102	Military Guard			
2100016	500102	Military Guard			
2100017	500102	Uniformed Female NPC02 (Black)			
2100018	500102	Imogen			['Imogen']
2100019	500102	Uniformed Male NPC 01 (White)			
2100020	500102	New Female NPC 8			
2100021	500102	Uniformed Female NPC 2			
2100022	500102	New Female NPC 4			
2100023	500102	New Male NPC 6			
