Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
2300001	500103	Green-Ku			['【NpcName】']
2300002	500103	Flower-Ku			['【NpcName】']
2300003	500103	Grass-Ku			
2300004	500103	Busy-Ku			
2300005	500103	Scissors-Ku			
2300006	500103	Construct			
2300007	500103	Construct			
2300008	500103	Dudu			['【NpcName】']
2300009	500103	Uniformed Female NPC01 (Black)			
2300010	500103	Uniformed Female NPC01 (Pink)			
2300011	500103	Male Construct 2 (Ecosystem 2)			
2300012	500103	Anchedore			['【NpcName】']
2300013	500103	Female Staff			
2300014	500103	Female Staff			
2300015	500103	Staff			
2300016	500103	Santi			['【NpcName】']
2300017	500103	Kuprinkle			
2300018	500103	Kowloong Female NPC 02 (Black)			
2300019	500103	Male Staff			
2300022	500103	Uniformed Male NPC01 (White Ecosystem 2)			
2300025	500103	Uniformed Male NPC01 (Gray Ecosystem 2)			
2300026	500103	Male Construct 2 (Ecosystem 2)			
2300027	500103	极地女NPC1			
2300028	500103	极地男NPC2			
2300030	500103	Uniformed Male NPC01 (Gray Ecosystem 2)			
2300038	500103	Uniformed Male NPC03 (White Ecosystem 2)			
2300043	500103	Akdilek Male NPC03 (Yellow Ecosystem 2)			
2300045	500103	Kowloong Female NPC 01 (Black)			
