Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
1900001	500105	Military Drone			['【NpcName】']
1900002	500105	Lin	Novice Administrator		['【NpcName】']
1900003	500105	Taylorvale	Elevator Engineer		['【NpcName】']
1900004	500105	Kessler	Armament Authorization Officer		['【NpcName】']
1900005	500105	Pini	Security Guard		['【NpcName】']
1900006	500105	Viktor	Task Force Construct		['【NpcName】']
1900007	500105	Cherdan	Weapons Maintenance Specialist		['【NpcName】']
1900008	500105	Ji Lu	Registrar		['【NpcName】']
1900009	500105	Grady			['【NpcName】']
1900010	500105	Rong	Sergeant Major		['【NpcName】']
1900011	500105	Razavi	Drone Engineer		['【NpcName】']
1900012	500105	白色无帽士兵男5			
1900013	500105	绿色无帽士兵男2			['Listen']
1900014	500105	白色工程师服男6			['Listen']
1900016	500105	Male Construct 1 (Ecological)			
1900017	500105	Female Construct 3 (Ecological)			
1900018	500105	Female Construct 3 (Ecological)			
1900019	500105	白色工程师服男2			['Listen']
1900020	500105	Lancer White			
1900021	500105	Lancer White			
1900022	500105	蓝色贝雷帽人类士兵男1			
1900023	500105	Service Robot Blue Claw			
1900024	500105	Service Robot Red Claw			
1900025	500105	Service Robot Purple Claw			
1900026	500105	白色工程师服女3			
1900027	500105	白色工程师服男2			
1900028	500105	白色工程师服男3			
1900031	500105	Service Robot			
1900032	500105	制服构造体士兵白1			
1900033	500105	Lancer White			
1900035	500105	绿色贝雷帽人类士兵男1			
1900037	500105	白色工程师服男4			
1900038	500105	白色贝雷帽人类士兵男1			
1900039	500105	白色工程师服男6			
1900040	500105	白色工程师服女4			
1900041	500105	白色工程师服女5			
1900042	500105	Female Construct 2 (Ecosystem 2)			
1900043	500105	Male Construct 2 (Ecosystem 2)			
1900044	500105	Male y Standby Action 01 (Story)			
1900046	500105	白色工程师服女3			
1900047	500105	白色工程师服女6			
1900048	500105	白色工程师服男7			
1900049	500105	Male Construct 1 (Story)			
1900050	500105	Male y Standby Action 01 (Story)			
1900051	500105	白色无帽士兵女5			
1900052	500105	蓝色无帽士兵男4			
1900053	500105	制服构造体士兵白1			
1900055	500105	Service Robot			
1900058	500105	蓝色无帽士兵女5			
1900059	500105	蓝色无帽士兵女5			
1900060	500105	蓝色无帽士兵女5			
1900064	500105	制服构造体士兵白1			
1900065	500105	Female Construct 2 (Ecosystem 2)			
1900067	500105	Male Construct 2 (Ecosystem 2)			
1900070	500105	白色贝雷帽人类士兵男1			
1900074	500105	蓝色头盔人类士兵男1			
1900075	500105	白色工程师服男7			
1900076	500105	白色工程师服女3			
1900077	500105	Rosetta			['【NpcName】', 'Could you tell me more about springtime in the Arctic regions?', '【NpcName】', '【NpcName】', '【NpcName】']
