Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
1000001	1002	I'm an Arctic Mechanoid			
1000002	1002	Engineer			['Talk']
1000003	1002	我是剧情前的阿西莫夫			['Talk']
1000004	1002	Construct 1 Talking to Asimov			
1000005	1002	Construct 2 Talking to Asimov			
1000006	1002	I'm Mina			['Talk']
1000007	1002	I'm the Navigator			['Talk']
1000008	1002	新加的对话NPC			['Listen']
1000009	1002	Uniformed Female NPC 1 (Story)			
1000010	1002	Male y Standby Action 01 (Story)			
1000011	1002	Male y Standby Action 01 (Story)			
1000012	1002	Male y Standby Action 01 (Story)			
1000013	1002	Uniformed Female NPC 3 (Ecological)			
1000014	1002	Uniformed Female NPC 1 (Ecological)			
1000015	1002	Uniformed Female NPC 4 (Story)			
1000016	1002	Male y Standby Action 01 (Story)			
1000017	1002	Male X Standby Action 01 (Story)			
1000018	1002	Male X Standby Action 02 (Story)			
1000019	1002	Male y Standby Action 01 (Story)			
1000020	1002	Uniformed Female NPC 1 (Ecological)			
1000021	1002	Female Construct 1 (Story)			
1000022	1002	New Rosetta			
1000023	1002	任务交互的极地机械兔			['Talk']
1000024	1002	Female Construct 3 (Ecological)			
1000025	1002	New Male NPC 1			
1000026	1002	Male y Standby Action 01 (Story)			
1000027	1002	Service Robot Purple Claw			
1000028	1002	Service Robot Purple Claw			
1000029	1002	Male Construct			
1000034	1002	Female Engineer in White Uniform 3 (Eco 2)			
1000035	1002	Female Engineer in White Uniform 3 (Eco 2)			
1000036	1002	Female Engineer in White Uniform 3 (Eco 2)			
1000037	1002	Female Engineer in White Uniform 3 (Eco 2)			
1000038	1002	I'm an Arctic Mechanical Rabbit			
1000039	1002	I'm a Polar Soldier			
1000040	1002	Service Robot			
1000041	1002	Lancer White			
1000042	1002	New Male NPC 1			
1000043	1002	New Male NPC 1			
1000044	1002	白色工程师服男6（生态2）			
1000045	1002	白色工程师服女8（生态2）			
1000046	1002	Lancer White			
1000047	1002	Lancer White			
1000048	1002	白色工程师服男4（生态2）			
1000049	1002	Service Robot Blue Claw			
1000050	1002	Male Construct 2 (Story)			
1000051	1002	Male Construct 1 (Story)			
1000052	1002	New Male NPC 1			
1000053	1002	白色工程师服男5（生态2）			
1000054	1002	白色工程师服男4（生态2）			
1000055	1002	白色工程师服男1（生态2）			
1000056	1002	白色工程师服女1（生态2）			
1000057	1002	白色工程师服女6（生态2）			
1000058	1002	Female X Standby Action 02 (Story)			
1000059	1002	Male y Standby Action 01 (Story)			
1000060	1002	Lancer White			
1000061	1002	Lancer White			
1000062	1002	Service Robot Blue Claw			
1000063	1002	Service Robot			
1000030	1002	极地机兵NPC（主线用）			
1000064	1002	极地机兵NPC（主线用）			
1000065	1002	极地机兵NPC（主线用）			
1000066	1002	极地机械兔NPC（主线用）			
1000031	1002	极地女NPC3			
1000032	1002	极地女NPC3			
1000033	1002	我是剧情后的阿西莫夫			['Talk']
