Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
1500001	2011	拍照任务开启NPC			['Start Mission']
1500003	2011	Karenina			['Karenina']
1500004	2011	Malfunctioning Kuroro			
1500005	2011	Malfunctioning Kuroro			
1500006	2011	Malfunctioning Kuroro			
1500007	2011	Malfunctioning Kuroro			
1500008	2011	Malfunctioning Kuroro			
1500009	2011	Malfunctioning Kuroro			
1500010	2011	Construct Unable to Push the Box			
1500011	2011	Dahei			['Dahei']
1500012	2011	Malfunctioning Kuroro			['Talk']
1500013	2011	Dahei			['Dahei', 'Dahei']
1500014	2011	Malfunctioning Kuroro			
1500015	2011	Dahei			['【NpcName】']
1500016	2011	？？？			
1500017	2011	Malfunctioning Kuroro			
1500018	2011	Malfunctioning Kuroro			
1500019	2011	Disguised Kuroro's Conversation Target			
1500020	2011	Malfunctioning Kuroro			
1500021	2011	Malfunctioning Kuroro			
1500022	2011	Malfunctioning Kuroro			
1500023	2011	Malfunctioning Kuroro			
1500024	2011	Teddy			
1500025	2011	Karenina			['Karenina']
1500026	2011	Dahei			['Dahei']
1500027	2011	Kuhaha			
1500002	2011	？？？			['Interact']
1500028	2011	Nanami			['【NpcName】']
1500029	2011	t pose提示npc			
1500030	2011	空气凳伪人提示npc			
1500031	2011	撞墙伪人提示NPC2			
1500032	2011	撞墙伪人提示NPC1			
1500033	2011	反坐伪人提示			
1500034	2011	隐身躺椅提示npc1			
1500035	2011	隐身躺椅提示npc2			
1500036	2011	售货机提示npc1			
1500037	2011	售货机提示npc2			
1500038	2011	电影院工作人员提示NPC			
1500039	2011	踱步伪人提示NPC			
1500040	2011	跑步提示NPC1			
1500041	2011	跑步提示NPC2			
1500042	2011	机翻伪人NPC1			
1500043	2011	机翻伪人NPC2			
1500044	2011	雕塑提示NPC1			
1500045	2011	雕塑提示NPC2			
1500046	2011	Dahei			
1500047	2011	Dahei			['【NpcName】']
1500048	2011	Malfunctioning Kuroro			
1500049	2011	拍照用宕机库洛洛（白）			
1500050	2011	拍照用宕机库洛洛（黑）			
1500051	2011	拍照用宕机库洛洛（黑）			
1500052	2011	拍照用宕机库洛洛（白）			
1500053	2011	拍照用宕机库洛洛（黑）			
1500054	2011	拍照用宕机库洛洛（白）			
1500055	2011	拍照用宕机库洛洛（白）			
1500056	2011	拍照用宕机库洛洛（白）			
1500057	2011	拍照用宕机库洛洛（黑）			
1500058	2011	拍照用宕机库洛洛（白）			
1500059	2011	拍照用宕机库洛洛（白）			
1500060	2011	拍照用宕机库洛洛（黑）			
1500061	2011	拍照用宕机库洛洛（黑）			
1500062	2011	拍照用宕机库洛洛（白）			
1500063	2011	拍照用宕机库洛洛（黑）			
