Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
1200001	4036	I'm Asimov			
1200002	4036	Lancer White			
1200003	4036	Lancer White			
1200004	4036	Lancer White			
1200005	4036	Lancer White			
1200006	4036	Lancer White			
1200007	4036	Lancer White			
1200008	4036	Lancer White			
1200009	4036	Lancer White			
1200010	4036	Female Construct 1 (Ecosystem 2)			
1200011	4036	Male Construct 2 (Ecosystem 2)			
1200012	4036	Male Construct 2 (Ecosystem 2)			
1200013	4036	Female Construct 1 (Ecosystem 2)			
1200014	4036	Female Construct 1 (Ecosystem 2)			
1200015	4036	Male Construct 1 (Ecosystem 2)			
1200016	4036	Male Construct 3 (Ecological)			
1200017	4036	I'm Rosetta			
1200018	4036	Lancer White			
1200019	4036	Lancer White			
1200020	4036	Male y Standby Action 01 (Story)			
1200021	4036	Male y Standby Action 01 (Story)			
1200022	4036	Male Construct 2 (Ecosystem 2)			
1200023	4036	Male Construct 3 (Ecological)			
1200024	4036	Male Construct 3 (Ecological)			
1200025	4036	Service Robot			
1200026	4036	Lancer White			
1200027	4036	白色工程师服男3（生态2）			
1200028	4036	Lancer White			
1200029	4036	Lancer White			
1200030	4036	Wounded Patient			
1200031	4036	白色工程师服男1（生态2）			
1200032	4036	白色工程师服女2（生态2）			
1200033	4036	Female Construct 1 (Ecological)			
1200034	4036	Female Construct 2 (Ecological)			
1200035	4036	Female Construct 2 (Ecosystem 2)			
