Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
9999	3	1					0.1				
1	1	1	LJZ备注	500703			0				
10	1	1	左边的人	500703	这里是一个对话1		0				
11	1	1	<color=#7FFF00>左边的人</color>	500703	<color=#7FFF00>这里是一个对话1（立绘反转）</color>		0				{3: '1'}
12	1	1	<size=30>左边的人</size>	500703	<size=30>这里是一个对话1（开启playalone）</size>		0				{2: '1'}
13	1	1	左边的人	500703	这里是一个对话1（立绘反转·开启playalone）		0				{2: '1', 3: '1'}
14	1	1	右边的人	500703	这里是一个对话2		0				{1: '1'}
15	1	1	右边的人	500703	这里是一个对话2（立绘反转）		0				{1: '1', 3: '1'}
16	1	1	插入一个左边的人	500703	这里是一个对话3（开启playalone）		0				{2: '1'}
17	1	1	插入一个右边的人	500703	这里是一个对话4（开启playalone）		0				{1: '1', 2: '1'}
20	2	1		Assets/Product/Texture/Image/RoleCharacter/V250ylsNormal01.png	<color=#7FFF00>左上角对话1</color>		0				
21	2	1		Assets/Product/Texture/Image/RoleCharacter/V250ylsNormal01.png	<size=30>左上角对话2</size>		0				
22	2	1		Assets/Product/Texture/Image/RoleCharacter/V250ylsNormal01.png	左上角对话3（1秒）		1				
23	2	1		Assets/Product/Texture/Image/RoleCharacter/V250ylsNormal01.png	左上角对话4（3秒）		3				
30	3	1	<color=#7FFF00>过场动画1</color>		<color=#7FFF00>这里是一个对话1</color>		0				
31	3	1	<size=30>过场动画2</size>		<size=30>这里是一个对话2</size>		0				
32	3	1	过场动画3		这里是一个对话3（3s）		3				
40	4	1	<color=#7FFF00>连线对话A</color>		<color=#7FFF00>连线对话123</color>		0				
41	4	1			连线对话234（3s）		3				
42	4	1	只有名字的连线对话				0				
50	5	1	<color=#7FFF00>自定义对话框</color>	Assets/Product/Texture/Image/RoleCharacter/V250ylsNormal01.png	<size=30>自定义对话框1</size>		0				
51	5	1	<size=30>自定义对话框</size>	Assets/Product/Texture/Image/RoleCharacter/V250ylsNormal01.png	<color=#7FFF00>自定义对话框2</color>		0				
52	5	1	自定义对话框	Assets/Product/Texture/Image/RoleCharacter/V250ylsNormal01.png	自定义对话框3（3s）		3				
60	6	1					0				{1: '100', 2: '100'}
61	6	1	恢复率			Assets/Product/Ui/UiFightPrefab/UiFightTips/PanelFightScanbar.prefab	0				{1: '5000', 2: '500'}
62	6	1					0				
63	6	1				Assets/Product/Ui/UiFightPrefab/UiFightTips/PanelFightScanbar.prefab	3				
150701	1	1	AA	500703	关卡测试-1		0				
150702	1	1	AA2	500703	关卡测试-2		0				{3: '1'}
150703	1	1	AA3	500703	关卡测试-3		0				{1: '1'}
150704	1	1	AA4	500703	关卡测试-4		0				{3: '1'}
150705	7	1			关卡测试左上字幕1		4				{2: '10'}
150706	7	4			关卡测试右下字幕2		4				{2: '5'}
150707	7	5			关卡测试中间字幕3		4				{2: '5'}
150708	4	1	<color=#7FFF00>测试文本A</color>		<color=#7FFF00>测试A</color>		0				
