Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
1	1	1	曾卓枫		V2.6版本		0				
1026010701	3	1	拉弥亚		噫！		0				
1026010702	3	1	拉弥亚		……红潮虚影？		0				
1026010703	2	1		Assets/Product/Texture/Image/RoleCharacter/V260xtleNormal01.png	怎么了？		0				
1026010704	3	1	拉弥亚		没、没什么。（莉莲的声音）		0				
1026010705	3	1	拉弥亚		啊，信号不太好。（莉莲的声音）		0				
1026010706	3	1	拉弥亚		这是……惑砂？		0				
1026010707	3	1	拉弥亚		这家伙……到底在这里死了多少次啊……		0				
1026010708	3	1	拉弥亚		浑身的关节……都被扭断了……		0				
1026010709	3	1	拉弥亚		有些惑砂的表情……居然很平静？		0				
1026010710	3	1	拉弥亚		等等，被发现了！		0				
1026010711	3	1	拉弥亚		别从惑砂的红潮虚影中出现啊！		0				
1026010712	3	1	拉弥亚		简直就像他本人重生一样！		0				
1026010713	3	1	拉弥亚		该、该不会真的是这样吧……		0				
1026010714	3	1	拉弥亚		地、地震？		0				
1026010715	3	1	拉弥亚		我真的受够这里了！噫啊啊啊！		0				
1026010716	3	1	拉弥亚		什、什么啊啊啊啊……		0				
1026010717	3	1	拉弥亚		幻、幻觉？惑砂的个人爱好？		0				
1026010718	3	1	惑砂		交给我吧，无论还会死多少次。		0				
1026010719	3	1	惑砂		惑砂的声音：我就是最好的材料。		0				
1026010720	3	1	拉弥亚		什么……然后就要被这些东西杀掉吗？		0				
1026010721	3	1	拉弥亚		这些影子变得更清晰了……就像是……他的记忆……		0				
1026010722	3	1	拉弥亚		惑砂和惑砂之间，就是用这种方法传递记忆吗？		0				
1026010723	3	1	惑砂		对不起，对不起，爸爸，对不起，对不起，爸爸……		0				
1026010724	3	1	惑砂		很痛……很痛……请不要……		0				
1026010725	3	1	拉弥亚		噫啊啊啊啊啊！到底发生了什么啊啊啊啊！！		0				
1026010726	3	1	拉弥亚		冯·内古特呢？你不是他的代行者吗？！		0				
1026010727	3	1	拉弥亚		啊啊啊……算了，露娜小姐也不会来救我的吧……		0				
1026010728	3	1	拉弥亚		总、总之，先应对这些家伙……		0				
1026010729	3	1	拉弥亚		结束了……结束了吧？		0				
1026010730	3	1	拉弥亚		这家伙……到底在这里死了多少次啊……		0				
1026010731	3	1	拉弥亚		摔下来的……吊起来的……		0				
1026010732	3	1	拉弥亚		被子弹贯穿死掉的……		0				
1026010733	3	1	拉弥亚		这个伤口……好像是纸鹤？原来那个真的是处刑椅啊……		0				
1026012401	3	1	拉弥亚		噫！		0				
1026012402	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	意识海污染严重，暂时不能使用必杀技。		0				
1026012403	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	船上还有能用的<color=#00CCFF>舰炮</color>。		0				
1026012404	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	攻击它释放的鱼雷，给它造成更大的伤害！		0				
1026012405	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	暂时不能使用必杀技。		0				
1026012406	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	敌人在你<color=#FF0000>右边</color>！		0				
1026012407	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	<color=#00CCFF>舰炮</color>命中了！		0				
1026012408	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	<color=#00CCFF>舰炮</color>命中了！		0				
1026012409	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	消除信号球进行射击！		0				
1026012410	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	打中了！干得漂亮，拉弥亚。		0				
1026012411	2	1		Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	这下，他它有够痛了！		0				
1026010901	3	1	拉弥亚		呃……这家伙到底对这个地方有多执念，连惑砂构建的共鸣都能干涉……		0				
