Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
	1	1	陈劲松	1	2.15战斗评分玩法使用		0				
34	8			Assets/Product/Texture/Image/UiFight/PanelFightCompleteTip02.png	保持SS评分，试炼评级上升		3				
35	8			Assets/Product/Texture/Image/UiFight/PanelFightCompleteTip02.png	保持SSS评分，试炼评级上升		3				
36	8			Assets/Product/Texture/Image/UiFight/PanelFightCompleteTip02.png	保持SSS+评分，试炼评级上升		3				
995011901	3	1	含英		这里是……维罗妮卡的“梦”？似乎在下意识排斥外来者。		7				
995011902	3	1	含英		这些数据或许可以将我带入更深层的意识，但排斥的力量也增强了。		6				
995011903	3	1	含英		这里或许会有一些梦境的碎片，试着探索一下吧。		4				
995011904	3	1	含英		这是……SDC39？也就是上一任……倒吊人同胞？		9				
995011905	3	1	SDC-39		星空——远离纷争，远离帕弥什的地方。磁加速轨道，便是因这样的梦想而建立的。		13				
995011906	3	1	SDC-39		“通往天堂的桥梁”，这就是它被称为天堂桥的原因吗……		9				
995011907	3	1	SDC-39		等到它修好的那一天，我们机械体一定会和人类一起，前往那片星海吧。		9				
995011908	3	1	SDC-39		那一天，真让人期待啊。		4				
995011909	3	1	含英		糟糕，似乎触发了自我意识的防御机制！		4				
995011910	3	1	含英		如果继续深入，梦境的排斥还会增强，但不能在这里止步。		6				
995011911	3	1	SDC-39		他们说我的程序出了故障，要停机一段时间，但帕弥什还在肆虐，人类仍处于危险之中。		12				
995011912	3	1	SDC-39		但帕弥什还在肆虐，人类仍处于危险之中。		4				
995011913	3	1	SDC-39		不能再等了，只要早日修好天堂桥……		6				
995011914	3	1	维罗妮卡		我不明白……人类到底为什么值得你这样付出。		6				
995011915	3	1	含英		这里有种微妙的违和感……是因为SDC-39出现了故障吗？		5				
995011916	3	1	数据泉涌		准备接近梦的核心区域了，那里只会更加危险……但是刚才的违和感，必须查清楚它的来源。		8				
995011917	4	1	数据人形		械体何必在记忆单元里藏人类看得懂的话呢，就好似专门给人类看一样。		3				
995011918	4	1	数据人形		保留有这种想法的机械体怎么说也得销毁吧。反正还有很多机械体可供我们使用，少一个也不算什么。		8				
995011919	4	1	数据人形		警告，不明侵入体，执行杀毒程序——		8				
995011920	3	1	SDC-39		今天碰到了一件很开心的事，在某个遥远的地方，我认识了机械教会的朋友们。		9				
995011921	3	1	SDC-39		他们还给我取了一个名字：“倒吊人”。虽然不能理解它的意思，但是我很喜欢。		12				
995011922	3	1	SDC-39		幸运的话，我们还会迎来一位新朋友，她的名字叫做维罗妮卡，大家要好好和她相处噢。		13				
995011923	3	1	维罗妮卡		……我多希望当时的我能赶上。		3				
995011924	3	1	SDC-39		我要去做一次例行的检查，他们说只要我去了，机械体的大家便不用接受检查了。		10				
995011925	3	1	SDC-39		没关系的，或许这次检查过后，我的程序故障就能被修复了。		9				
995011926	3	1	SDC-39		只是天堂桥，还没有完工啊。等你们和人类一起抵达星海的那天，就给地球发照片吧。		15				
995011927	3	1	SDC-39		我？我或许，不能一起去了……		7				
995011928	3	1	维罗妮卡		39，别走。		3				
995011929	3	1	含英		SDC-39……上一任倒吊人，就是这样牺牲的吗？为了保护其他机械体同胞……自己却死于人类之手。		11				
995011930	3	1	含英		如果维罗妮卡对人类的愤怒源自于此……		9				
995011931	3	1	■■		呵，亲善人类的叛徒……		5				
995011932	4	1	数据人形		锁定病毒源，消灭，消灭，消灭————		3				
995011933	3	1	含英		梦境又开始产生排斥了！		3				
995011934	3	1	含英		（气音）……那是！		1				
995011935	3	1	含英		……！果然，先前的违和感不是错觉，有人在从中作梗！		6				
995011936	3	1	含英		（气音）数据体还在不断增多，已经……不能再向前走了吗？		7				
995011801	3	1	含英		终于到了，指挥官被困住的地方。		4				
995011802	3	1	含英		似曾相识的感觉……对了，我在维罗妮卡的“梦”中来过这里。还没有通电吗……这里好黑。		12				
995011803	3	1	含英		指挥官他们果然在这里。		2				
995011804	3	1	含英		好，接下来要赶紧去到指挥官身边。		4				
995011805	3	1	含英		指挥官，丽芙，你们还好吗？		4				
995011806	3	1	含英		指挥官，丽芙，你们还好吗？		4				
995011807	3	1	丽芙		含英小姐？感谢搭救，这里的守卫还有很多，我们一起并肩作战吧。		7				
995011808	3	1	丽芙		含英小姐？我们受困已经有一段时间了……（闷哼），感谢你出手相助，我们一起……		10				
995011809	3	1	含英		丽芙，不要勉强自己，这里暂时交给我！		4				
995011810	3	1	含英		指挥官，丽芙……这个地方还存在很多数据异常……而且，我在这里发现了超刻的机体数据。		10				
995011811	3	1	丽芙		里先生？含英小姐，这到底是怎么回事？		6				
995011812	3	1	含英		有人在觊觎超刻的力量，并且很可能正在尝试复制他的数据。这件事说来话长，我们得先离开这里。		9				
995011813	3	1	丽芙		一起撤离会更安全一些。指挥官，我们和含英小姐一起走吧。		5				
995011814	3	1	含英		丽芙，你的机体受损比较严重，优先保护好自己和指挥官……接下来的战斗，就交给我。		10				
995011815	3	1	丽芙		嗯……含英小姐，你一定要多多小心。		4				
995011816	3	1	含英		（气音）		15				
995011817	3	1	■■		哼……		7				
995011818	3	1	■■		哈哈哈，这份力量，虽然复制的数据不是完全体，但也足够强大了！		10				
995011819	3	1	含英		指挥官，他复制了里的数据，这不是真正的里！		4				
995011820	3	1	广播		检测到货舱区域异常，无法连通其他区域——		3				
31010501	3	1	露西亚		尽快找到异常的地方……阻止康斯塔雷耶被淹没……！		6				
31010502	3	1	柯蕾多尔		又见面了，露西亚，你在玩寻宝游戏吗？		6				
31010503	3	1	露西亚		红潮涌出的地方不止这一个……她真的想淹没这座城市。		6				
31010504	3	1	柯蕾多尔		进展怎么样？找到异常地点了吗？就算找到了，你有办法填补那些裂痕吗？		12				
31010505	3	1	柯蕾多尔		还是说，你打算让那位指挥官去求助你最讨厌的卡俄斯？		9				
31010506	3	1	露西亚		门锁死了，附近应该有控制设备。		4				
31010507	3	1	露西亚		门打开了，必须阻止柯蕾多尔进一步让红潮增多。		5				
31010508	3	1	柯蕾多尔		我有个提议，我可以让红潮下降，但是你要帮我抓住卡俄斯，或者把她引到我指定的位置。		15				
31010509	3	1	露西亚		我拒绝，无论是你还是卡俄斯，或是那个代行者——我一个都不会放过。		8				
31010510	3	1	柯蕾多尔		好吧，你当然可以在这里杀掉我，但是，请别忘了，这里依然在异聚塔的影响范围内。		15				
31010511	3	1	柯蕾多尔		无论你杀掉我多少次，我都不会真正死去。		6				
31012501	3	1	露西亚		这就是雾域的出口……不，它的性质和异聚塔很像，也具有相同的功能，只不过比起异聚塔，更像是一座“桥”。		12				
31012502	3	1	旧日的“遗影”		这就是我们定下的规则，我们的安全区，我们能留给你的东西，我们的……遗书。		13				
31012503	3	1	旧日的“遗影”		尼莫，离开这个世界吧，去找能彻底消除0号代行者的方法。		8				
31012504	3	1	旧日的“遗影”		帮我个忙，去救救那个还没有被破坏的世界，救救那些还想活下去的人。		8				
31012505	3	1	旧日的“遗影”		忘了我们，不要想着来救我们，别把回溯时间的机会用在我们身上。		11				
31012506	3	1	露西亚		他们定下的规则还在守护这里，抱歉，但我必须通过。		5				
31012507	3	1	露西亚		缠斗下去没有意义……先离开这里！		4				
31012508	3	1	露西亚		这座“桥”，简直就像是那些遗骸构成的一样。		6				
31012509	3	1	旧日的“遗影”		多米尼克已经离开了，他有他的准备……不愧是我们的英雄。		9				
31012510	3	1	旧日的“遗影”		我只能留在这里了，出口就在下方。		5				
31012511	3	1	旧日的“遗影”		继续前进吧，尼莫，想赎罪就去完成你父亲最后的心愿吧……那也是我们共同的心愿啊。		14				
31012512	3	1	露西亚		这座“桥”正在排斥我，尽快通过这里！		4				
31012513	3	1	露西亚		指挥官……我终于……！		4				
502100401	3	1	八咫		校舍……已经这么破败了吗？不是感伤的时候，得赶紧找到希瓦。		7				
502100402	3	1	八咫		感染体？被开门的声音吸引过来了吗？		4				
502100403	3	1	八咫		强闯的话，感染体说不定要一窝蜂冲上来……不能闹出太大动静，要保证希瓦的安全。		10				
502100404	3	1	八咫		……通讯恢复了？希瓦？瓦莱莉亚？		5				
502100405	3	1	■■		呵呵。		2				
502100406	3	1	八咫		谁？别傻笑了，说话！可恶……		7				
502100407	3	1	八咫		有歌声……等等，这是……毕业典礼上的合唱？		8				
502100408	3	1	八咫		喇叭……啧，装神弄鬼，是在广播室吗？		5				
502100409	3	1	八咫		缺了一半的照片，这是……合唱团的合影？像是被故意放在这里的。		6				
502100410	3	1	八咫		空的……藏起来了吗？		3				
502100411	3	1	熟悉的		另一半照片……到底想告诉我什么？		4				
502100412	3	1	八咫		校舍复原了？瓦莱丽亚不在，看来只能靠我自己了。		7				
502100413	3	1	“同学”的影子		八咫同学，这边。		3				
502100414	3	1	“同学”的影子		排练快开始了，但“她”还没来，能帮我们找找吗？		6				
502100415	3	1	“同学”的影子		对了，她的班级位置可能有点偏，一般情况是往上走的……但如果碰上奇怪的事，就赶紧下楼。		12				
502100416	3	1	八咫		一般情况向上走，碰上奇怪的事就下楼……奇怪的事……还有比现在更奇怪的事儿吗？		11				
502100417	3	1	八咫		不对，又回来了啊。一般情况向上走，奇怪的话就下楼……哪里做错了吗？		10				
502100418	3	1	八咫		座位在这，第3列第3……行，这不是……我的座位吗？缺席的人……是我？		12				
502100419	3	1	“同学”的影子		太好了，大家都到齐了，开始排练吧！		5				
