Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
	1	1	唐培	Assets/Product/Texture/Image/RoleStory/V250ylsNormal02.png	旧版本主线内容迭代		0				
10	1	1	左边的人	Assets/Product/Texture/Image/RoleStory/HanyingNormal01.png	这里是一个对话1		0				
11	1	1	<color=#7FFF00>左边的人</color>	Assets/Product/Texture/Image/RoleStory/HanyingNormal01.png	<color=#7FFF00>这里是一个对话1（立绘反转）</color>		0				{3: '1'}
12	1	1	<size=30>左边的人</size>	Assets/Product/Texture/Image/RoleStory/HanyingNormal01.png	<size=30>这里是一个对话1（开启playalone）</size>		0				{2: '1'}
13	2	1	左边的人	Assets/Product/Texture/Image/RoleStory/HanyingNormal01.png	这里是一个对话1（立绘反转·开启playalone）		0				{2: '1', 3: '1'}
14	1	1	右边的人	Assets/Product/Texture/Image/RoleStory/BiancaTheatreShashibierNormal01.png	这里是一个对话2		0				{1: '1'}
15	1	1	右边的人	Assets/Product/Texture/Image/RoleStory/BiancaTheatreShashibierNormal01.png	这里是一个对话2（立绘反转）		0				{1: '1', 3: '1'}
16	1	1	插入一个左边的人	Assets/Product/Texture/Image/RoleStory/V250ylsNormal03.png	这里是一个对话3（开启playalone）		0				{2: '1'}
17	1	1	插入一个右边的人	Assets/Product/Texture/Image/RoleStory/V250ylsNormal02.png	这里是一个对话4（开启playalone）		0				{1: '1', 2: '1'}
20	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal01.png	<color=#7FFF00>左上角对话1</color>		0				
21	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal02.png	<size=30>左上角对话2</size>		0				
22	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png	左上角对话3（1秒）		1				
23	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal04.png	左上角对话4（3秒）		3				
30	3	1	<color=#7FFF00>过场动画1</color>		<color=#7FFF00>这里是一个对话1</color>		0				
31	3	1			<size=30>这里是一个对话2</size>		0				
32	3	1	过场动画3		这里是一个对话3（3s）		3				
40	4	1	<color=#7FFF00>连线对话A</color>		<color=#7FFF00>连线对话123</color>		0				
41	4	1			连线对话234（3s）		3				
42	4	1	只有名字的连线对话				0				
50	5	1	<color=#7FFF00>自定义对话框</color>	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal01.png	<size=30>自定义对话框1</size>		0				
51	5	1	<size=15>自定义对话框</size>	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal02.png	<color=#7FFF00>自定义对话框2</color>		0				
52	5	1	自定义对话框	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png	自定义对话框3（3s）		3				
1	1	1	主线第九章黑星坠落	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png			0				
1026010201	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	这里没地方躲。		3				
1026010202	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	这里很危险。		3				
1026010203	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	电梯是坏的，这里也不行。		3				
1026010204	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	没时间了……		3				
1026010205	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	必须找个地方躲起来……		0				
1026010206	1	1	拉弥亚	Assets/Product/Texture/Image/RoleStory/V260lmyNormal01.png	等它走远了再行动……		0				{1: '1'}
1026010207	1	1	拉弥亚	Assets/Product/Texture/Image/RoleStory/V260lmyNormal01.png	好，快点离开这里吧。		0				{1: '1'}
1026010208	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	得转移到别的安全的地方去		0				
1026010209	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	这些感染体没有被控制，攻击也没事。		0				
1026010210	1	1	拉弥亚	Assets/Product/Texture/Image/RoleStory/V260lmyNormal01.png	好了，走吧。		0				{1: '1'}
1026010211	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	"""虽然状态还没回复,但没办法了,用全力吧……"""		0				
1026010212	1	1	拉弥亚	Assets/Product/Texture/Image/RoleStory/V260lmyNormal01.png	这是什么诡异的门？游戏体验馆里的虚拟实景吗？		0				{1: '1'}
1026010213	1	1	拉弥亚	Assets/Product/Texture/Image/RoleStory/V260lmyNormal01.png	那家伙又来了!先穿过这里再说吧！		0				{1: '1'}
1026010214	1	1	拉弥亚	Assets/Product/Texture/Image/RoleStory/V260lmyNormal01.png	等等，有人来了。		0				{1: '1'}
1026010215	1	1	拉弥亚	Assets/Product/Texture/Image/RoleStory/V260lmyNormal01.png	这是……感染体？不对，他被升格者控制着！		0				{1: '1'}
1026010216	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	战斗动静不小，得快点找到出路。		0				
1026011101	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	碰到卵没有再陷入混乱了，说不定能使用它！		0				
1026011102	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	我能压制惑砂的控制了！		0				
1026011103	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	那家伙飞走了，得先解决这些杂兵。		0				
1026011104	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	我能从那边瀑布游着追上去。		0				
1026011105	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	现在我可不怕你了！		0				
1026011106	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	让我继续使用卵的力量！		0				
1026011107	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	现在我才是狩猎者！		0				
1026011108	2	1	拉弥亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	使用卵的力量来对付它们		0				
1026012501	1	1	拉弥亚	Assets/Product/Texture/Image/RoleStory/V260lmyNormal01.png	“她”正在干扰我的意识海，我得想办法处理		0				{1: '1'}
