Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
	1	1	唐培	1	旧版本主线内容迭代		0				{4: '1', 5: '1', 6: '1'}
1027012301	3	1	指挥官		<size=30>粽子，你看起来有什么想说的？</size>		3				
1027012302	3	1	粽子		<size=30>指挥官，能答应我一件事吗？</size>		3				
1027012303	3	1	指挥官		<size=30>什么事？</size>		3				
1027012304	3	1	粽子		<size=30>那些人类士兵都交给我对付。</size>		3				
1027012305	3	1	指挥官		<size=30>这里是一个对话2</size>		3				
1027012306	3	1	粽子		<size=30>这里是一个对话2</size>		3				
1027012309	4	1	遗忘者士兵A		<size=30>开始进攻</size>		2				
1027012310	2	1	遗忘者士兵A	Assets/Product/Texture/Image/RoleCharacter/TongyongrenleibingNomal01.png	<size=30>追上他们</size>		2				
1027012311	2	1	遗忘者士兵B	Assets/Product/Texture/Image/RoleCharacter/TongyongrenleibingNomal01.png	<size=30>别让他们跑了</size>		2				
1027012312	2	1	遗忘者士兵C	Assets/Product/Texture/Image/RoleCharacter/TongyongrenleibingNomal01.png	<size=30>后面的赶紧……</size>		2				
1027012313	2	1	遗忘者士兵C	Assets/Product/Texture/Image/RoleCharacter/TongyongrenleibingNomal01.png	<size=30>这是什么？？！</size>		2				
1027012314	2	1	遗忘者士兵C	Assets/Product/Texture/Image/RoleCharacter/TongyongrenleibingNomal01.png	<size=30>有什么蔓延过来了！！</size>		2				
1027012315	2	1	遗忘者士兵D	Assets/Product/Texture/Image/RoleCharacter/TongyongrenleibingNomal01.png	<size=30>啊！！！</size>		2				
1027012320	3	1	指挥官		<size=30>粽子？！</size>		2				
1027012321	3	1	粽子		<size=30>额啊……有什么过来了？</size>		2				
1027012322	3	1	指挥官		<size=30>异合生物？！</size>		2				
1027012325	3	1	指挥官		<size=30>好枪法！</size>		2				
1027012326	3	1	粽子		<size=30>唔……</size>		2				
1027012327	3	1	粽子		<size=30>小心，后面还有！</size>		2				
1027012330	3	1	粽子		<size=30>指挥官…</size>		2				
1027012335	4	1	遗忘者士兵		<size=30>救救我！！</size>		3				
1027012336	4	1	遗忘者士兵		<size=30>这是什么？！</size>		3				
1027012340	3	1	指挥官		<size=30>现在感觉怎么样？</size>		2				
1027012341	3	1	粽子		<size=30>好多了……</size>		2				
1027012342	3	1	粽子		<size=30>我们好像被包围了……</size>		2				
1027012343	3	1	指挥官		<size=30>别灰心，又不是第一次了。</size>		2				
1027012344	3	1	粽子		<size=30>……我一定会护送你出去！</size>		2				
1027012350	4	1	遗忘者士兵		<size=30>我一定能完成这次得任务杀掉你们</size>		2				
1027012351	3	1	指挥官		<size=30>粽子，小心！</size>		2				
1027012010	3	1	奈捷尔		<size=30>你还是一如既往的羸弱不堪呀</size>		3				
1027012011	3	1	奈捷尔		<size=30>这就没力了嘛，还是不够用呀</size>		3				
1027012012	3	1	奈捷尔		<size=30>爽快，再来再来</size>		3				
1027010901	1	1	渡边	500783	<size=30>太冒险了……</size>		0				{1: '1', 2: '1', 3: '1'}
1027010902	1	1	渡边	500783	<size=30>你情况怎么样？</size>		0				{1: '1', 2: '1', 3: '1'}
1027010903	1	1	妮特	500794	<size=30>好重……</size>		0				{2: '1', 3: '1'}
1027010904	1	1	妮特	500794	<size=30>但是没关系，我还清醒。</size>		0				{2: '1', 3: '1'}
1027010905	1	1	渡边	500783	<size=30>我现在过来和你汇合</size>		0				{1: '1', 2: '1', 3: '1'}
1027010908	4	1	遗忘者士兵		<size=30>有情况</size>		2				
1027010909	3	1	渡边		<size=30>防御阵型！</size>		2				
1027010910	2	1	遗忘者士兵	Assets/Product/Texture/Image/RoleCharacter/TongyongrenleibingNomal01.png	<size=30>看这个！</size>		3				
1027010911	2	1	遗忘者士兵	Assets/Product/Texture/Image/RoleCharacter/TongyongrenleibingNomal01.png	<size=30>什么……啊！！</size>		3				
1027010912	2	1	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Dubian1.png	<size=30>快回撤！</size>		2				
1027010913	2	1	妮特	Assets/Product/Texture/Image/RoleCharacter/V280npcNormal01.png	<size=30>不要接触！</size>		2				
1027010914	2	1	妮特	Assets/Product/Texture/Image/RoleCharacter/V280npcNormal01.png	<size=30>往回走，左转！</size>		2				
1027010920	4	1	遗忘者士兵		<size=30>队长，快进来！</size>		2				
1027010921	1	1	渡边	500783	<size=30>情况如何？</size>		0				{1: '1', 2: '1', 3: '1'}
1027010922	1	1	妮特	500794	<size=30>再通过一扇安全门就能到深井了。</size>		0				{2: '1', 3: '1'}
1027010923	1	1	妮特	500794	<size=30>但那扇安全门需要密匙。</size>		0				{2: '1', 3: '1'}
1027010924	1	1	妮特	500794	<size=30>没有密匙我没法将终端接入。</size>		0				{2: '1', 3: '1'}
