Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
	1	1	唐培	1	旧版本主线内容迭代		0				{4: '1', 5: '1', 6: '1'}
9910	1	1	左边的人	1	这里是一个对话1		0				{4: '2'}
9911	1	1	<color=#7FFF00>左边的人</color>	1	<color=#7FFF00>这里是一个对话1（立绘反转）</color>		0				{3: '1', 4: '3', 5: '1', 6: '1'}
9912	1	1	<size=30>左边的人</size>	1	<size=30>这里是一个对话1（开启playalone）</size>		0				{2: '1'}
9913	1	1	左边的人	1	这里是一个对话1（立绘反转·开启playalone）		0				{2: '1', 3: '1', 4: '5'}
9914	1	1	右边的人	1	这里是一个对话2		0				{1: '1', 4: '6'}
9915	1	1	右边的人	1	这里是一个对话2（立绘反转）		0				{1: '1', 3: '1', 4: '7'}
9916	1	1	插入一个左边的人	1	这里是一个对话3（开启playalone）		0				{2: '1', 4: '1'}
9917	1	1	插入一个右边的人	1	这里是一个对话4（开启playalone）		0				{1: '1', 2: '1', 4: '2'}
9918	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal01.png	<color=#7FFF00>左上角对话1</color>		0				{3: '1'}
9919	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal02.png	<size=30>左上角对话2</size>		0				
9920	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png	左上角对话3（1秒）		1				
9921	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal04.png	左上角对话4（3秒）		3				
9922	3	1	<color=#7FFF00>过场动画1</color>		<color=#7FFF00>这里是一个对话1</color>		0				
9923	3	1			<size=30>这里是一个对话2</size>		0				
9924	3	1	过场动画3		这里是一个对话3（3s）		3				
9925	4	1	<color=#7FFF00>连线对话A</color>		<color=#7FFF00>连线对话123</color>		0				
9926	4	1			连线对话234（3s）		3				
9927	4	1	只有名字的连线对话				0				
9928	5	1	<color=#7FFF00>自定义对话框</color>	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal01.png	<size=30>自定义对话框1</size>		0				{3: '1'}
9929	5	1	<size=15>自定义对话框</size>	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal02.png	<color=#7FFF00>自定义对话框2</color>		0				
9930	5	1	自定义对话框	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png	自定义对话框3（3s）		3				
1	1	1	主线第九章黑星坠落9-2	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png			0				
1501020301	1	1	阿尔法	500610	在这里聚集的是……感染体么		0				{5: '1'}
1501020302	1	1	阿尔法	500610	顺着这些“造物”的踪迹的话……		0				{5: '1'}
1501020303	2	1	阿尔法	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya3.png	没完没了……！		2				
1501020304	2	1	阿尔法	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya3.png	终于消停下来了么。		2				
1501020305	2	1	？？？	Assets/Product/Texture/Image/RoleMonster/RoleMonster90600.png	%……&*@#		2				
1501020306	2	1	？？？	Assets/Product/Texture/Image/RoleCharacter/V270fdNormal01.png	你是……！？		2				
1501020307	2	1	“堡垒”	Assets/Product/Texture/Image/RoleCharacter/V270fdNormal02.png	……		2				
1501020308	2	1	阿尔法	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya3.png	嗯？那边是……		2				
1501020309	2	1	阿尔法	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya3.png	他们……要去哪？		2				
1030011801	3	1	塔露		你就是虫子！		3				
1030011802	3	1	α		该回家打酱油了		3				
969922161	3	1	露娜		帕弥什好像变得……平静一些了？		3				
969922162	3	1	露娜		这条甬道，前面的节点，难道要全部打破才能出去吗		3				
1030011803	3	1	卑微关卡		这儿的演出还没做喵，对不起喵，但是形式跟前面第一个一样捏		3				
1030011804	3	1	露娜		红潮的力量渗透进来了……已经有谁进行了‘交易’……		3				
1030011805	3	1	露娜		这后面……		3				
1030011806	3	1	【■■■■α】		露娜，该回家洗衣服了		3				
1030011807	3	1	露娜		集中精神。		2				
1030011808	3	1	露娜		还不是停下的时候		2				
1030011809	1	1			确定要跳过关卡内容，直接进入最终战斗吗		0				{4: '0', 5: '0', 6: '0'}
1030011810	1	1			请选择难度		0				{4: '0', 5: '0', 6: '0'}
1030010601	1	1			是否要跳过战斗		0				{4: '0', 5: '0', 6: '0'}
1030010602	2	1	露娜	Assets/Product/Texture/Image/RoleCharacter/LunaNormal02.png	快点结束吧。		3				
1030010603	2	1	露娜	Assets/Product/Texture/Image/RoleCharacter/LunaNormal02.png	……呵		3				
