Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
	1	1	李广钊	1	我的MT表，想牛请告知		0				
75343301	2	1	提示	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	<color=#9CEDBC>获得100%额外增伤。</color>		0				
75343302	2	1	提示	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	<color=#9CEDBC>受到攻击，失去额外增伤。</color>		3				
75343303	2	1	提示	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	<color=#9CEDBC>解除真魔人状态，失去额外增伤。</color>		3				
1501030801	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	指挥官，我发现门上的镜子存在一些区别		6				
1501030802	2	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	做得好，指挥官，看来这个就是正确的道路！		4				
1501030803	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Luxiya1.png	这里有五扇大门，指挥官		5				
1501030804	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Luxiya1.png	通往上层的道路应该就在其中某一扇门后		4				
1501030805	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Luxiya1.png	异合生物清理完毕		6				
1501030806	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Luxiya1.png	看来如果开错了门，就会出现异合生物		6				
1501030807	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	似乎不是这一扇门		7				
1501030808	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	指挥官，再尝试观察一下门上的镜子吧		7				
1501030809	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Luxiya1.png	指挥官，这里的布局和上一层类似		7				
1501030810	2	1	阿尔法	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal01.png	哼，雕虫小技		5				
1501030811	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	正确的道路或许跟镜子有关		7				
1501030812	2	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	剩下的这个门后，就是正确的道路……		5				
1501030813	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Luxiya1.png	规则或许也一样，再寻找一次正确的道路吧		7				
150213061	8			Assets/Product/Texture/Image/UiFight/PanelFightCompleteTip02.png	击杀怪物！		3				
150213062	8			Assets/Product/Texture/Image/UiFight/PanelFightCompleteTip01.png	滞空加成		2				
150213063	8			Assets/Product/Texture/Image/UiFight/PanelFightCompleteTip01.png	10连击达成		2				
150213064	8			Assets/Product/Texture/Image/UiFight/PanelFightCompleteTip01.png	100连击达成		2				
150213065	8			Assets/Product/Texture/Image/UiFight/PanelFightCompleteTip01.png	200连击达成		2				
96992500	3	1	孩童		她把这袋糖送给我以后，就跟着保育员消失了……		4				
96992501	3	1	孩童		走开！我不会再碰你了。		4				
96992502	3	1	孩童		我们不被允许离开，因为外面很危险。		4				
96992503	3	1	孩童		训练什么时候能结束？		3				
96992504	3	1	？？？		你想要「自由」吗？		3				
96992505	3	1	波拉德教官		(哨声)所有人，排好队列！		2				
96992506	3	1	波拉德教官		在这里，没有命令不准开口！		3				
96992507	3	1	波拉德教官		你们能做的，唯有服从！		4				
96992508	3	1	波拉德教官		所有企图逃跑的人，都会受到严酷的惩罚！		4				
96992509	1	1	波拉德教官		语言、情感、思绪……意识让你软弱！\n在这里，只需要本能和完成指令。		0				
96992510	1	1	波拉德教官		在这里，只需要本能和完成指令。		6				
96992511	3	1	？？？		服从命令……去集合吧。		3				
96992512	4	1	孩童A		遵从命令。		4				
96992513	4	1	孩童C		…………		4				
96992514	4	1	孩童B		好可怕……		4				
96992515	4	1	？？？		一艘船要沉了，最紧要的是救起自己。仔细观察周围……		3				
96992516	3	1	波拉德教官		安静！只要有一个人没完成训练……你们就得全部受罚！		3				
96992517	4	1	孩童B		不要训练——！不要！放我走——！		6				
96992518	3	1	波拉德教官		有人违抗命令……		3				
96992519	3	1	波拉德教官		用你们手中的武器，惩罚那个逃兵！		3				
96992520	4	1	孩童A		不要怪我……		3				
96992521	4	1	孩童C		我们才刚成为朋友……		3				
96992522	4	1	孩童D		谢谢你的糖……		3				
