Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
	1	1	李垠圻	1	MovieTalk表-李垠圻		0				
969927001	5	1	测试NPC		你得去周围找找能用的东西修一下这个电梯		3				
969927002	5	1	测试NPC		不错，你现在去电梯旁边塞进去拍一拍就好了		4				
969927003	5	1			<color=#ffeeee>早上好</color>	Assets/Product/Ui/UiFightPrefab/UiFightMovieTalkNew/PanelFightMovieFreeV401.prefab	3				
969927004	1	1	卡列尼娜		Kallo~！欢迎光临卡列奶茶店，祝你今天也有元气满满的一天哦！还是老样子吗？		0				{6: '1'}
969927005	1	1	卡列尼娜		Ka——Kallo~！欢迎光——光——临卡列奶茶店——店——，祝你今天也有——有——元气满满的一天哦！还是老——老——老样子吗？		0				{6: '1'}
969927006	1	1	卡列尼娜		这是您的奶茶，请收好！		0				{6: '1'}
969927007	1	1	卡列尼娜		这是您您您的奶茶，请请请收好！		0				{6: '1'}
969927008	1	1	白先生		你好，很高兴见到你！		0				{6: '1'}
969927009	3	1	布偶熊		哈（打哈欠），上班上班……人为什么要上班。		4				
969927010	3	1	布偶熊		哈（打哈欠），又要上班了……嗯？		9				
969927011	3	1	布偶熊		难道你以为我是自愿上班的吗？		0				
969927012	3	1	布偶熊		好像……有哪里出了问题。		3				
969927013	3	1	布偶熊		是你在偷看吗？莫瓦诺。		3				
969927014	3	1	布偶熊		这里以前有这个东西吗？		3				
969927015	3	1	布偶熊		这些字到底是什么……视觉模块出问题了吗？		0				
969927016	1	1	布偶熊		穆尔，这里有问题！		0				
969927017	1	1	布偶熊		伊利希恩……一直……都是这样。		0				
969927018	3	1	布偶熊		伊利希恩……极乐世界吗。可笑，只是一场荒诞无稽的幻梦罢了。		15				
969927019	3	1	布偶熊		早上好。嗯……虽然以后也会见到你，不过还是下午好，晚上好，晚安。		15				
969927020	1	1	穆尔		早上好啊，克里斯蒂娜。		0				
969927021	5	1			<color=#ffeeee>上班</color>	Assets/Product/Ui/UiFightPrefab/UiFightMovieTalkNew/PanelFightMovieFreeV401.prefab	3				
969927022	5	1			<color=#ffeeee>去上班？</color>	Assets/Product/Ui/UiFightPrefab/UiFightMovieTalkNew/PanelFightMovieFreeV401.prefab	3				
969927023	5	1			<color=#ffeeee>别&去上班^？</color>	Assets/Product/Ui/UiFightPrefab/UiFightMovieTalkNew/PanelFightMovieFreeV401.prefab	3				
969927024	5	1			<color=#ffeeee>\xEF\xBF\xBD</color>	Assets/Product/Ui/UiFightPrefab/UiFightMovieTalkNew/PanelFightMovieFreeV401.prefab	3				
969927025	5	1			<color=#ffeeee>夜与玫瑰</color>	Assets/Product/Ui/UiFightPrefab/UiFightMovieTalkNew/PanelFightMovieFreeV401.prefab	3				
969927026	5	1			<color=#ffeeee>黑客斗士的命运</color>	Assets/Product/Ui/UiFightPrefab/UiFightMovieTalkNew/PanelFightMovieFreeV401.prefab	3				
969927027	3	1	布偶熊		这里有些不太对劲，你能看见这些字吗？莫瓦诺？		8				
969927028	3	1	莫瓦诺		嗯？你在说什么，是不是没有休息好？		6				
969927029	3	1	布偶熊		我要先离开了。		5				
969927030	3	1			醒醒！		1.5				
969927031	3	1			穆尔!		1.5				
969927032	3	1			已经！		1.5				
969927033	3	1			死了！		1.5				
969927034	3	1	伪·折翼鸟		啊，克里斯蒂娜，我还在想要去哪里找你呢。……你的机体，是怎么回事？		3				
969927035	3	1	伪·折翼鸟		我会将你和这虚伪的天空一起撕开！		3				
969927036	3	1	伪·折翼鸟		风不会停歇……我终将归来……		3				
969927037	3	1	伪·折翼鸟		你不该选择与我作对，为你的愚行忏悔吧。		3				
969927038	3	1	伪·折翼鸟		为你的愚行忏悔吧。		3				
969927039	3	1	伪·折翼鸟		我从以前就认清了你们诺曼家族的人，虚伪、言而无信！妄图追逐一个已经死去的人！		3				
969927040	3	1	伪·折翼鸟		让我见识一下，你的觉悟！		3				
969927041	3	1	伪·折翼鸟		你知道吗，我曾经见过你的父亲。呵，一个软蛋。		3				
969927042	3	1	伪·折翼鸟		你根本无法想象……我所预见的未来！		3				
969927043	3	1	伪·折翼鸟		冠冕堂皇的正义……真是恶心。		3				
969927044	3	1	伪·折翼鸟		我现在明白了，你已经……我绝不承认！		3				
969927045	3	1	伪·折翼鸟		我已化为绿眼的妖魔，只为将你们全部拖入地狱！		3				
