Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
	1	1	唐培	1	旧版本主线内容迭代		0				{4: '1', 5: '1', 6: '1'}
9910	1	1	左边的人	1	这里是一个对话1		0				{4: '2'}
9911	1	1	<color=#7FFF00>左边的人</color>	1	<color=#7FFF00>这里是一个对话1（立绘反转）</color>		0				{3: '1', 4: '3', 5: '1', 6: '1'}
9912	1	1	<size=30>左边的人</size>	1	<size=30>这里是一个对话1（开启playalone）</size>		0				{2: '1'}
9913	1	1	左边的人	1	这里是一个对话1（立绘反转·开启playalone）		0				{2: '1', 3: '1', 4: '5'}
9914	1	1	右边的人	1	这里是一个对话2		0				{1: '1', 4: '6'}
9915	1	1	右边的人	1	这里是一个对话2（立绘反转）		0				{1: '1', 3: '1', 4: '7'}
9916	1	1	插入一个左边的人	1	这里是一个对话3（开启playalone）		0				{2: '1', 4: '1'}
9917	1	1	插入一个右边的人	1	这里是一个对话4（开启playalone）		0				{1: '1', 2: '1', 4: '2'}
9918	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal01.png	<color=#7FFF00>左上角对话1</color>		0				{3: '1'}
9919	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal02.png	<size=30>左上角对话2</size>		0				
9920	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png	左上角对话3（1秒）		1				
9921	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal04.png	左上角对话4（3秒）		3				
9922	3	1	<color=#7FFF00>过场动画1</color>		<color=#7FFF00>这里是一个对话1</color>		0				
9923	3	1			<size=30>这里是一个对话2</size>		0				
9924	3	1	过场动画3		这里是一个对话3（3s）		3				
9925	4	1	<color=#7FFF00>连线对话A</color>		<color=#7FFF00>连线对话123</color>		0				
9926	4	1			连线对话234（3s）		3				
9927	4	1	只有名字的连线对话				0				
9928	5	1	<color=#7FFF00>自定义对话框</color>	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal01.png	<size=30>自定义对话框1</size>		0				{3: '1'}
9929	5	1	<size=15>自定义对话框</size>	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal02.png	<color=#7FFF00>自定义对话框2</color>		0				
9930	5	1	自定义对话框	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png	自定义对话框3（3s）		3				
1	1	1	主线第九章黑星坠落9-2	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png			0				
10090101	1	1	丽芙	1031001	<size=33>根据地形图指示，我们已经降落在了预定地点——</size>		0				
10090102	1	1	丽芙	1031001	<size=33>空间站的观测数据分析舱室。</size>		0				
10090103	1	1	丽芙	1031001	<size=33>但……我们的飞行器已经坠毁了……</size>		0				
10090104	1	1	露西亚	1021001	<size=33>只要我们能够破坏空间站的防御系统，大部队登陆之后，就会有足够的撤离手段。</size>		0				{1: '1'}
10090105	1	1	里	1011001	<size=33>这里的这些终端设备似乎有一些诡异……</size>		0				
10090106	1	1	里	1011001	<size=33>这就是报告中所提到过的，只有在这座空间站才会出现的感染现象吗？</size>		0				
10090107	1	1	露西亚	1021001	<size=33>一定要小心行事，里。</size>		0				{1: '1'}
10090108	1	1	里	1011001	<size=33>这是……！</size>		0				
10090109	1	1	里	1011001	<size=33>更多的权限被解锁了……</size>		0				
10090110	1	1	露西亚	1021001	<size=33>等等，刚才的那个十字体，把守在门口……</size>		0				{1: '1'}
10090111	1	1	丽芙	1031001	<size=33>根据我的初步扫描分析，这种敌人的身体内部没有任何通常意义上的机械结构……</size>		0				
10090112	1	1	丽芙	1031001	<size=33>完全由……帕弥什病毒组成……</size>		0				
10090113	1	1	里	1011001	<size=33>这个空间站果然埋藏着重要的秘密……</size>		0				{1: '1'}
10090114	1	1	里	1011001	<size=33>我们可以做的，看来不仅仅只有摧毁它这么简单。</size>		0				{1: '1'}
10090115	1	1	丽芙	1031001	<size=33>各位，空间站的遥感系统已经被我暂时下线了。</size>		0				
10090116	1	1	里	1011001	<size=33>干得好，丽芙。</size>		0				{1: '1'}
10090117	1	1	里	1011001	<size=33>这样一来就可以减弱它对空中花园的打击。</size>		0				{1: '1'}
10090118	1	1	露西亚	1021001	<size=33>嗯，我们已经迈出了第一步。</size>		0				
2	1	1	主线第九章黑星坠落9-3	Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png			0				
10090201	1	1	丽芙	1031001	<size=33>我们抵达第二个目标地点了——</size>		0				
10090202	1	1	丽芙	1031001	<size=33>根据分析，这里是空间站被感染改造之后……</size>		0				
10090203	1	1	丽芙	1031001	<size=33>武器控制系统的后台。</size>		0				
