Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
	1	1	唐培	Assets/Product/Texture/Image/RoleStory/V250ylsNormal02.png			0				
9910	1	1	左边的人	Assets/Product/Texture/Image/RoleStory/HanyingNormal01.png	这里是一个对话1		0				
9911	1	1	<color=#7FFF00>左边的人</color>	Assets/Product/Texture/Image/RoleStory/HanyingNormal01.png	<color=#7FFF00>这里是一个对话1（立绘反转）</color>		0				{3: '1'}
9912	1	1	<size=30>左边的人</size>	Assets/Product/Texture/Image/RoleStory/HanyingNormal01.png	<size=30>这里是一个对话1（开启playalone）</size>		0				{2: '1'}
9913	1	1	左边的人	Assets/Product/Texture/Image/RoleStory/HanyingNormal01.png	这里是一个对话1（立绘反转·开启playalone）		0				{2: '1', 3: '1'}
9914	1	1	右边的人	Assets/Product/Texture/Image/RoleStory/BiancaTheatreShashibierNormal01.png	这里是一个对话2		0				{1: '1'}
9915	1	1	右边的人	Assets/Product/Texture/Image/RoleStory/BiancaTheatreShashibierNormal01.png	这里是一个对话2（立绘反转）		0				{1: '1', 3: '1'}
9916	1	1	插入一个左边的人	Assets/Product/Texture/Image/RoleStory/V250ylsNormal03.png	这里是一个对话3（开启playalone）		0				{2: '1'}
9917	1	1	插入一个右边的人	Assets/Product/Texture/Image/RoleStory/V250ylsNormal02.png	这里是一个对话4（开启playalone）		0				{1: '1', 2: '1'}
9918	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal01.png	<color=#7FFF00>左上角对话1</color>		0				
9919	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal02.png	<size=30>左上角对话2</size>		0				
9920	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal03.png	左上角对话3（1秒）		1				
9921	2	1		Assets/Product/Texture/Image/RoleCharacter/V210aefNormal04.png	左上角对话4（3秒）		3				
9922	3	1	<color=#7FFF00>过场动画1</color>		<color=#7FFF00>这里是一个对话1</color>		0				
9923	3	1			<size=30>这里是一个对话2</size>		0				
9924	3	1	过场动画3		这里是一个对话3（3s）		3				
9925	4	1	<color=#7FFF00>连线对话A</color>		<color=#7FFF00>连线对话123</color>		0				
9926	4	1			连线对话234（3s）		3				
9927	4	1	只有名字的连线对话				0				
9928	5	1	<color=#7FFF00>自定义对话框</color>	500618	<size=30>自定义对话框1</size>		0				
