Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
1	1	1	LDH		编号1001-1100（番外剧情）		0				
1001	2	1	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	等会儿？这个进化怎么感觉连物种都变了呀？		5				
1002	2	1	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	这下麻烦了……神威！		4				{3: '1'}
1003	2	1	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	嗯，就交给我吧。		4				
2	1	1	LDH		编号2001-2100（2.8主线剧情第三关）		0				
2001	7	5			<size=60>第  <color=#FF0000>九十七</color>  日</size>		0				{1: '1'}
2002	3	1			（口哨声~）		0				
2003	4	1	安德鲁		啊，抱歉。		2				
2004	4	1	丹尼尔		小点声，队长还在休息呢！		2				
2005	4	1					2				
2006	1	1	安德鲁	500792	自从那些被爆炸吸引过来的感染体包围我们后，你就没怎么合眼过了。		0				{3: '1', 5: '1', 6: '1'}
2007	1	1	丹尼尔	500791	前面的感染体已经不多了，可以从地铁站撤离。		0				{1: '1', 5: '1', 6: '1'}
2008	1	1	安德鲁	500792	这半个月的围困终于要结束了。		0				{3: '1', 5: '1', 6: '1'}
2009	4	1	安德鲁				3				
2010	4	1	丹尼尔				3				
2011	1	1	乔伊丝	500616	渡边先生我们终于可以脱困了吗？		0				{3: '1', 5: '1', 6: '1'}
2012	3	1	渡边：		前面的感染体已经不多了，现在是最好的机会。		3				
2013	1	1	乔伊丝	500616	太好了……太好了……		0				{5: '1', 6: '1'}
2014	1	1	？？	500801	太好……唔……肚子别叫……		0				{1: '1', 3: '1', 5: '1', 6: '1'}
2015	1	1	乔伊丝	500616	再忍一忍吧，我昨天不是刚给了你最后的口粮吗？		2.5				{3: '1', 5: '1', 6: '1'}
2016	4	1	安德鲁		没事，我给……我的好像也没了……		2				
2017	4	1	丹尼尔		你这……		2				
2018	3	1	渡边：		没事，这个你拿去吧。		2.5				
2019	3	1	？？：		谢……谢谢渡边先生！		2				
2020	3	1	渡边		走吧，注意保护平民的安全。		2.5				
2021	2	1	渡边	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	迎敌，保护平民！		2.5				
2022	7	5			如果当时做出那样的选择，我的未来会改变吗……		2.5				
2023	7	5			安德鲁：“队长不会抛下我们的！再坚持一会！”		2.5				
2024	7	5			粽子：“渡边先生……你在哪……”		2.5				
2025	7	5			丹尼尔：“看来，就到此为止了.....”		2.5				
2026	7	5			……你也会为了活命，放弃所有人吗？		2.5				
2027	4	1	虚影：		能做出这种选择倒也挺意外的		0				
2028	4	1	虚影：		你就当作是一面镜子的内部吧？		0				
2029	4	1	虚影：		这不重要，也不是时候。		0				
2030	4	1	虚影：		不过，你真正想逃避的恐怕不是这个吧？		3				
2031	7	3			175号城市\n10:49		0				{1: '1'}
2032	7	1			57号城市营地\n2022-08-25		0				{1: '1'}
2033	7	1			57号城市\n2022-08-25		0				{1: '1'}
2034	7	1			57号城市撤离点\n2022-08-25		0				{1: '1'}
2035	3	1			滋……滋……滋……		3				
2036	3	1	安德鲁：		暂时安全了。		2.5				
2037	3	1	丹尼尔：		接下来只要从地铁站撤离就行了。		2.5				
2038	3	1	渡边：		别放松警惕！		2.5				
2039	1	1	安德鲁	500792	大型感染体……我们引走它！		2.5				{3: '1', 5: '1', 6: '1'}
2040	1	1	丹尼尔	500791	队长，你带平民先撤！		2.5				{5: '1', 6: '1'}
