Id	Type	UiType	Name	Icon	Text	PrefabPath	Duration	IsMask	MaskTarget	ClickKey	Params
	1	1	曾海波	1	MovieTalk表-曾海波		0				
1	3	1	占位		这是一句占位台词		4				
280101	1	1	里	1011001	这里就是任务地点了		0				
280102	1	1	里	1011001	附近的帕弥什浓度较高，谨慎前进吧		0				
280103	3	1	里		果然有埋伏		3				
280104	3	1	里		奇怪，机械体在互相攻击？		2.5				
280105	3	1	里		看来得调查一下倒地的机械体		2.5				
280106	1	1	里	1011001	机械体数据采集完成，准备返回		0				
280401	3	1	占位		这是一句占位台词		2.5				
13020901	3	1	罗塞塔		我……我没问题，【kuroname】，我让我休息一下就好。		8				
13020902	3	1	指挥官		之前的外伤状况没有恶化，罗塞塔，你还会看见幻觉是吗？		3				
13020903	3	1	指挥官		可能意识海的伤势加剧了，现在也只能等返回空中花园再维护了。		3				
13020904	3	1	罗塞塔		不用担心，只是些小伤而已，不会影响我们的撤离计划的。		9				
13020905	3	1	罗塞塔		暴风雪还没到最猛烈的时候，【kuroname】先坐过来休息一会儿吧。		9				
13020906	3	1	指挥官		罗塞塔，再梳理一遍我们的撤离计划吧。		3				
13020907	3	1	罗塞塔		凭借暴风雪的掩护，在风雪中和敌人周旋，完成撤离。		7				
13020908	3	1	罗塞塔		【kuroname】的计划很大胆……但我赞同。		6				
13020909	3	1	指挥官		暴风雪不是完全站在我们这一边的，我们也需要做好在其中失散的最坏打算。		3				
13020910	3	1	罗塞塔		如果……我们也失散了，不要相互寻找，万一撞上风雪中巡逻的敌人……		11				
13020911	3	1	罗塞塔		太危险了……各自向着撤离点前进吧，【kuroname】我们一定会在那里相见的。		10				
13020912	3	1	指挥官		再检查一下通讯吧，如果我们失散了，至少还可以保持联络。罗塞塔，声音清晰吗？		3				
13020913	3	1	罗塞塔		很清晰，通讯也很稳定。就像是【kuroname】在我耳边说话一样。		8				
13020914	3	1	指挥官		距离出发还有一段时间，罗塞塔，先好好休息保存一下体力吧。		3				
13020915	3	1	罗塞塔		嗯，【kuroname】也要好好休息啊。		6				
13020916	3	1	罗塞塔		【kuroname】……再靠近一点……风雪好大……请抱紧我……		16				
13020917	3	1	罗塞塔		【kuroname】……很温暖……		10				
13020918	3	1	罗塞塔		【kuroname】，我刚才好像做了个梦……		11				
13020919	3	1	罗塞塔		抱歉，【kuroname】，现在什么时候了？		6				
13020920	3	1	指挥官		休息好了吗？现在暴风雪大起来了，正是我们出发的好时候。		5				
13020921	3	1	指挥官		（看来罗塞塔的伤势已经影响她行动了，得尽快完成撤离。）		3				
13020922	3	1	指挥官		来，扶住我。		3				
13020923	3	1	罗塞塔		【kuroname】……多谢。		5				
13020924	3	1	罗塞塔		要是……推进器没损坏……就好了……		7				
13020925	3	1	指挥官		没有的事，没有推进器我们也到这里了不是吗？		3				
13020926	3	1	指挥官		是因为有罗塞塔和我相互扶持，我们才能坚持到这里不是吗？		3				
13020927	3	1	罗塞塔		可是……风雪更大了，我们计划的行程还……不到四分之一……		12				
13020928	3	1	罗塞塔		这样下去不行的，【kuroname】你先撤离吧，……我……我会追上你的。		16				
13020929	3	1	指挥官		说什么呢，我们要一起返回空中花园的，再坚持一下吧，罗塞塔。		3				
13020930	3	1	指挥官		这已经是最后一段路了，不远处就是撤离点了。		3				
13020931	3	1	罗塞塔		好……我会坚持住，和【kuroname】一起抵达撤离点的。		14				
13020932	3	1	机械体A		有目标足迹？雪暴环境并不适合人类行动，大概率还没走远。		10				
13020933	3	1	罗塞塔		可恶，居然在这个时候撞上了追兵……【kuroname】，我们……		8				
13020934	3	1	指挥官		敌人还没发现我们，先寻找掩体躲藏一下吧。		3				
13020935	3	1	指挥官		这里很隐蔽，应该不会被发现。		3				
13020936	3	1	罗塞塔		……，【kuroname】你也快躲进来。		7				
13020937	3	1	指挥官		稍等一下，不要发出声响，我去观察一下敌人动向。		4				
13020938	3	1	机械体A		足迹朝那个方向去了，你去搜索一下那片区域。		5				
13020939	3	1	机械体B		这种暴风雪天气，人类怎么可能出来行动……		6				
13020940	3	1	机械体B		嗯?		2				
13020941	3	1	指挥官		太紧张了吗，放心把手搭在上面吧。		3				
13020942	3	1	罗塞塔		……		9				
13020943	3	1	指挥官		走远了，刚才真是危险，我们继续前进吧。		3				
13020944	3	1	罗塞塔		【kuroname】，我好一些了，后面的路，我可以自己走的。		8				
13020945	3	1	罗塞塔		唔……刚才抱的姿势维持的有些久了，腿……有点麻。		10				
13020946	3	1	指挥官		风还是太大了，罗塞塔跟在我身后就好，风力应该会小一点。		4				
13020947	3	1	指挥官		罗塞塔，你还好吗？要不要再休息一下？		3				
13020948	3	1	罗塞塔		没事的……【kuroname】我还能坚持，我们继续前进吧。		9				
13020949	3	1	指挥官		罗塞塔，你感觉到了没有，风好像小了一点？		5				
13020950	3	1	指挥官		现在路程已经一半了，再坚持一会儿就要到撤离点了。		5				
13020951	3	1	指挥官		罗塞塔，如果你需要休息的话随时跟我说……		5				
13020952	3	1	指挥官		嘘……！前面好像有敌人。		3				
13020953	3	1	指挥官		停一下，前面好像有敌人。		3				
2171401	3	1	神威		我绝不会让太阳陨落……		99				
2171402	3	1	神威		这里，也不会是我们旅途的终点！		99				
2171403	3	1	亚伯		敌人实在太多了，我真的撑不下去了……		99				
2171404	3	1	神威		不可以在这里停下！相信我，我一定能带你们冲出去！		99				
2171405	3	1	卡萝		是神威！你的力量变强了？太好了，我们有救了！		99				
2171406	3	1	神威		放心交给我，我会成为你们的力量！		99				
2171407	3	1	神威		大家跟在我身后，我们一起去救其他被困住的人。		99				
2171408	3	1	神威		对不起……我们来得太迟了。		99				
2171409	3	1	达伦		神威……我们出不去了……你快带着剩下的人……走……		99				
2171410	3	1	亚伯		凯！！坚持住！！我们立刻就过来帮你！		99				
2171411	3	1	凯		敌人太多了，别管我们！带上能源，你们快走啊！！		99				
2171412	3	1	神威		不！我们不会放弃任何一个家人！		99				
2171413	3	1	神威		来啊！！有本事就一起上，看我把你们全部都撕碎掉！		99				
2172201	3	1	阿撒尔		神威，你终于回到我们的家了……		99				
2172202	3	1	神威		没错，既然你回不了头，那就让我来完成“处决”。		99				
2172203	3	1	神威		为什么要这么做？你怎么忍心伤害他们？！		99				
2172204	3	1	阿撒尔		是我为他们带来了解脱啊。因为我，我们的家才能永不分离！		99				
2172205	3	1	阿撒尔		现在就差你了，神威！		99				
2172206	3	1	阿撒尔		叛徒！是你遗忘了我们，是你抛弃了我们！		99				
2172207	3	1	神威		背叛了大家还执迷不悟的人——明明是你！		99				
