Role	Layer	State	Target	TransitionDuration
R4LuosaitaMd010011			Born	
R4LuosaitaMd010011			Stand1	0.1
R4LuosaitaMd010011			Stand2	0.1
R4LuosaitaMd010011			Stand3	0.1
R4LuosaitaMd010011			Death	0.1
R4LuosaitaMd010011			Standchange	0.1
R4LuosaitaMd010011			Run	0.1
R4LuosaitaMd010011			Walk	0.1
R4LuosaitaMd010011			Runb	0.2
R4LuosaitaMd010011			Runl	0.2
R4LuosaitaMd010011			Runr	0.2
R4LuosaitaMd010011			Walkb	0.1
R4LuosaitaMd010011			Walkl	0.1
R4LuosaitaMd010011			Walkr	0.1
R4LuosaitaMd010011			TurnLeft	0.1
R4LuosaitaMd010011			TurnRight	0.1
R4LuosaitaMd010011			Move1	0.1
R4LuosaitaMd010011			Move2	0.1
R4LuosaitaMd010011			Move3	0.1
R4LuosaitaMd010011			RunStart	0.1
R4LuosaitaMd010011			RunStartEnd01	0.1
R4LuosaitaMd010011			Hit1	0.05
R4LuosaitaMd010011			Hit2	0.05
R4LuosaitaMd010011			Hit3	0.05
R4LuosaitaMd010011			Hit4	0.05
R4LuosaitaMd010011			Behitfly	0.05
R4LuosaitaMd010011			Hoverhit	0.05
R4LuosaitaMd010011			Falldown	0.1
R4LuosaitaMd010011			Hitdown	0.05
R4LuosaitaMd010011			Lieonfloor	0.1
R4LuosaitaMd010011			Standup	0.1
R4LuosaitaMd010011			Straight	0.1
R4LuosaitaMd010011			Stun	0.1
R4LuosaitaMd010011			StraightBefore	0.1
R4LuosaitaMd010011			StraightAfter	0.1
R4LuosaitaMd010011			Win	
R4LuosaitaMd010011			Win2	0.1
R4LuosaitaMd010011			Stop	0.1
R4LuosaitaMd010011			Fail	0.1
R4LuosaitaMd010011			Save	0.1
R4LuosaitaMd010011			Caught	0.1
R4LuosaitaMd010011			RunStartEnd02	0.1
R4LuosaitaMd010011			StopR	0.1
R4LuosaitaMd010011			WalkStart	0.1
R4LuosaitaMd010011			WalkStop	0.1
R4LuosaitaMd010011			WalkStartEnd	0.1
R4LuosaitaMd010011			LTurn90	0.1
R4LuosaitaMd010011			LTurn180	0.1
R4LuosaitaMd010011			RTurn90	0.1
R4LuosaitaMd010011			RTurn180	0.1
R4LuosaitaMd010011			Jumpsquat1	0.1
R4LuosaitaMd010011			Jumprise1	0.1
R4LuosaitaMd010011			Jumprising1	0.1
R4LuosaitaMd010011			Jumpchange1	0.1
R4LuosaitaMd010011			Jumpfall1	0.1
R4LuosaitaMd010011			Jumpfalling1	0.1
R4LuosaitaMd010011			Jumpdown1	0.1
R4LuosaitaMd010011			Jumpsquat2	0.1
R4LuosaitaMd010011			Jumprise2	0.1
R4LuosaitaMd010011			Jumprising2	0.1
R4LuosaitaMd010011			Jumpchange2	0.1
R4LuosaitaMd010011			Jumpfall2	0.1
R4LuosaitaMd010011			Jumpfalling2	0.1
R4LuosaitaMd010011			Jumpdown2	0.1
R4LuosaitaMd010011			Sprint	0.1
R4LuosaitaMd010011			SprintStop	0.1
R4LuosaitaMd010011			HitLB	0.1
R4LuosaitaMd010011			HitHL	0.1
R4LuosaitaMd010011			HitHR	0.1
R4LuosaitaMd010011			HitHF	0.1
R4LuosaitaMd010011			Attack01	0.1
R4LuosaitaMd010011			Attack02	0.1
R4LuosaitaMd010011			Attack03	0.1
R4LuosaitaMd010011			Attack04	0.1
R4LuosaitaMd010011			Attack11	0.1
R4LuosaitaMd010011			Attack12	0.1
R4LuosaitaMd010011			Attack13	0.1
R4LuosaitaMd010011			Attack17	0.1
R4LuosaitaMd010011			Attack21	0.1
R4LuosaitaMd010011			Attack22	0.1
R4LuosaitaMd010011			Attack23	0.1
R4LuosaitaMd010011			Attack31	0.1
R4LuosaitaMd010011			Attack32	0.1
R4LuosaitaMd010011			Attack33	0.1
R4LuosaitaMd010011			Attack43	0.1
R4LuosaitaMd010011			Attack44	0.1
R4LuosaitaMd010011			Attack45	0.1
R4LuosaitaMd010011			Attack51	0.1
R4LuosaitaMd010011			Attack61	0.1
R4LuosaitaMd010011			Attack63	0.15
R4LuosaitaMd010011			Attack64	0.15
R4LuosaitaMd010011			Attack65	0.15
R4LuosaitaMd010011			Attack66	0.15
R4LuosaitaMd010011			Attack67	0.15
R4LuosaitaMd010011			Attack68	0.15
R4LuosaitaMd010011			Attack69	0.15
R4LuosaitaMd010011			Attack70	0.15
R4LuosaitaMd010011			Attack71	0.15
R4LuosaitaMd010011			Attack72	0.15
R4LuosaitaMd010011		Stand1	Run	0.2
R4LuosaitaMd010011		Stand1	Walk	0.1
R4LuosaitaMd010011		Stand2	Standchange	0.1
R4LuosaitaMd010011		Stand2	Run	0.2
R4LuosaitaMd010011		Stand2	Walk	0.3
R4LuosaitaMd010011		Stand2	Walkb	0.3
R4LuosaitaMd010011		Stand2	Walkl	0.3
R4LuosaitaMd010011		Stand2	Walkr	0.3
R4LuosaitaMd010011		Standchange	Stand1	0.1
R4LuosaitaMd010011		Standchange	Run	0.1
R4LuosaitaMd010011		Standchange	Walk	0.1
R4LuosaitaMd010011		Run	Stop	0.2
R4LuosaitaMd010011		Run	Stand2	0.2
R4LuosaitaMd010011		Run	Runb	0.2
R4LuosaitaMd010011		Run	Runl	0.2
R4LuosaitaMd010011		Run	Runr	0.2
R4LuosaitaMd010011		Walk	Stand2	0.1
R4LuosaitaMd010011		Runb	Stand2	0.2
R4LuosaitaMd010011		Runb	Run	0.2
R4LuosaitaMd010011		Runb	Runl	0.2
R4LuosaitaMd010011		Runb	Runr	0.2
R4LuosaitaMd010011		Runl	Stand2	0.2
R4LuosaitaMd010011		Runl	Run	0.2
R4LuosaitaMd010011		Runl	Runb	0.2
R4LuosaitaMd010011		Runl	Runr	0.2
R4LuosaitaMd010011		Runr	Stand2	0.2
R4LuosaitaMd010011		Runr	Run	0.2
R4LuosaitaMd010011		Runr	Runb	0.2
R4LuosaitaMd010011		Runr	Runl	0.2
R4LuosaitaMd010011		Walkb	Stand2	0.1
R4LuosaitaMd010011		Walkb	Walk	0.2
R4LuosaitaMd010011		Walkb	Walkl	0.1
R4LuosaitaMd010011		Walkb	Walkr	0.1
R4LuosaitaMd010011		Walkl	Stand2	0.1
R4LuosaitaMd010011		Walkl	Walk	0.1
R4LuosaitaMd010011		Walkl	Walkb	0.1
R4LuosaitaMd010011		Walkl	Walkr	0.2
R4LuosaitaMd010011		Walkr	Stand2	0.1
R4LuosaitaMd010011		Walkr	Walk	0.1
R4LuosaitaMd010011		Walkr	Walkb	0.1
R4LuosaitaMd010011		Walkr	Walkl	0.2
R4LuosaitaMd010011		TurnLeft	Stand2	0.1
R4LuosaitaMd010011		TurnRight	Stand2	0.1
R4LuosaitaMd010011		RunStart	Run	0.1
R4LuosaitaMd010011		RunStart	RunStartEnd01	0.1
R4LuosaitaMd010011		RunStartEnd01	Stand2	0.1
R4LuosaitaMd010011		Hit1	Stand2	
R4LuosaitaMd010011		Hit2	Stand2	
R4LuosaitaMd010011		Hit3	Stand2	
R4LuosaitaMd010011		Hit4	Stand2	
R4LuosaitaMd010011		Behitfly	Hoverhit	0.1
R4LuosaitaMd010011		Behitfly	Falldown	0.1
R4LuosaitaMd010011		Hoverhit	Falldown	0.1
R4LuosaitaMd010011		Falldown	Lieonfloor	0.1
R4LuosaitaMd010011		Hitdown	Lieonfloor	0.1
R4LuosaitaMd010011		Standup	Stand2	0.1
R4LuosaitaMd010011		Straight	Stand2	0.1
R4LuosaitaMd010011		Stun	Stand2	0.1
R4LuosaitaMd010011		Win	Win2	0.1
R4LuosaitaMd010011		Stop	Stand2	0.1
R4LuosaitaMd010011		Caught	Stand2	0.1
R4LuosaitaMd010011		WalkStart	Walk	0.1
R4LuosaitaMd010011		WalkStart	WalkStartEnd	0.1
R4LuosaitaMd010011		WalkStart	Stand2	0.1
R4LuosaitaMd010011		WalkStop	Stand2	0.1
R4LuosaitaMd010011		WalkStartEnd	Stand2	0.1
R4LuosaitaMd010011		LTurn90	Stand2	0.1
R4LuosaitaMd010011		LTurn180	Stand2	0.1
R4LuosaitaMd010011		RTurn90	Stand2	0.1
R4LuosaitaMd010011		RTurn180	Stand2	0.1
R4LuosaitaMd010011		Jumpsquat1	Jumprise1	0.1
R4LuosaitaMd010011		Jumpsquat1	Jumpdown1	0.1
R4LuosaitaMd010011		Jumprise1	Jumprising1	0.1
R4LuosaitaMd010011		Jumprise1	Jumpdown1	0.1
R4LuosaitaMd010011		Jumprising1	Jumpchange1	0.1
R4LuosaitaMd010011		Jumprising1	Jumpdown1	0.1
R4LuosaitaMd010011		Jumpchange1	Jumpfall1	0.1
R4LuosaitaMd010011		Jumpchange1	Jumpdown1	0.1
R4LuosaitaMd010011		Jumpfall1	Jumpfalling1	0.1
R4LuosaitaMd010011		Jumpfall1	Jumpdown1	0.1
R4LuosaitaMd010011		Jumpfalling1	Jumpdown1	0.1
R4LuosaitaMd010011		Jumpdown1	Run	0.2
R4LuosaitaMd010011		Jumpdown1	RunStart	0.2
R4LuosaitaMd010011		Jumpdown1	Walk	0.2
R4LuosaitaMd010011		Jumpdown1	Stand2	0.1
R4LuosaitaMd010011		Jumpdown1	Jumpsquat1	0.1
R4LuosaitaMd010011		Jumpdown1	Jumpsquat2	0.1
R4LuosaitaMd010011		Jumpsquat2	Jumprise2	0.1
R4LuosaitaMd010011		Jumpsquat2	Jumpdown2	0.1
R4LuosaitaMd010011		Jumpsquat2	Jumpdown1	0.1
R4LuosaitaMd010011		Jumprise2	Jumprising2	0.1
R4LuosaitaMd010011		Jumprise2	Jumpfall2	0.1
R4LuosaitaMd010011		Jumprise2	Jumpdown2	0.1
R4LuosaitaMd010011		Jumprise2	Jumpdown1	0.1
R4LuosaitaMd010011		Jumprising2	Jumpchange2	0.1
R4LuosaitaMd010011		Jumprising2	Jumpfall2	0.1
R4LuosaitaMd010011		Jumprising2	Jumpdown2	0.1
