Role	Layer	State	Target	TransitionDuration
R5BiankaMd019241			Born	
R5BiankaMd019241			Stand1	0.1
R5BiankaMd019241			Stand2	0.1
R5BiankaMd019241			Stand3	0.1
R5BiankaMd019241			Death	0.1
R5BiankaMd019241			Standchange	0.1
R5BiankaMd019241			Run	0.1
R5BiankaMd019241			Walk	0.1
R5BiankaMd019241			Runb	0.2
R5BiankaMd019241			Runl	0.2
R5BiankaMd019241			Runr	0.2
R5BiankaMd019241			Walkb	0.1
R5BiankaMd019241			Walkl	0.1
R5BiankaMd019241			Walkr	0.1
R5BiankaMd019241			TurnLeft	0.1
R5BiankaMd019241			TurnRight	0.1
R5BiankaMd019241			Move1	0.1
R5BiankaMd019241			Move2	0.1
R5BiankaMd019241			Move3	0.1
R5BiankaMd019241			RunStart	0.1
R5BiankaMd019241			RunStartEnd01	0.1
R5BiankaMd019241			Hit1	0.05
R5BiankaMd019241			Hit2	0.05
R5BiankaMd019241			Hit3	0.05
R5BiankaMd019241			Hit4	0.05
R5BiankaMd019241			Behitfly	0.05
R5BiankaMd019241			Hoverhit	0.05
R5BiankaMd019241			Falldown	0.1
R5BiankaMd019241			Hitdown	0.05
R5BiankaMd019241			Lieonfloor	0.1
R5BiankaMd019241			Standup	0.1
R5BiankaMd019241			Straight	0.1
R5BiankaMd019241			Stun	0.1
R5BiankaMd019241			StraightBefore	0.1
R5BiankaMd019241			StraightAfter	0.1
R5BiankaMd019241			Win	
R5BiankaMd019241			Win2	0.1
R5BiankaMd019241			Stop	0.1
R5BiankaMd019241			Fail	0.1
R5BiankaMd019241			Save	0.1
R5BiankaMd019241			Caught	0.1
R5BiankaMd019241			RunStartEnd02	0.1
R5BiankaMd019241			StopR	0.1
R5BiankaMd019241			WalkStart	0.1
R5BiankaMd019241			WalkStop	0.1
R5BiankaMd019241			WalkStartEnd	0.1
R5BiankaMd019241			LTurn90	0.1
R5BiankaMd019241			LTurn180	0.1
R5BiankaMd019241			RTurn90	0.1
R5BiankaMd019241			RTurn180	0.1
R5BiankaMd019241			Sprint	0.1
R5BiankaMd019241			SprintStop	0.1
R5BiankaMd019241			SprintStart	0.1
R5BiankaMd019241			SprintStartEnd	0.1
R5BiankaMd019241			HitLB	0.1
R5BiankaMd019241			HitHL	0.1
R5BiankaMd019241			HitHR	0.1
R5BiankaMd019241			HitHF	0.1
R5BiankaMd019241			Attack01	0.1
R5BiankaMd019241			Attack02	0.1
R5BiankaMd019241			Attack03	0.1
R5BiankaMd019241			Attack04	0.1
R5BiankaMd019241			Attack05	0.1
R5BiankaMd019241			Attack06	0.1
R5BiankaMd019241			Attack07	0.1
R5BiankaMd019241			Attack08	0.1
R5BiankaMd019241			Attack11	0.1
R5BiankaMd019241			Attack12	0.1
R5BiankaMd019241			Attack13	0.1
R5BiankaMd019241			Attack21	0.1
R5BiankaMd019241			Attack22	0.1
R5BiankaMd019241			Attack23	0.1
R5BiankaMd019241			Attack24	0.1
R5BiankaMd019241			Attack31	0.1
R5BiankaMd019241			Attack32	0.1
R5BiankaMd019241			Attack41	0.1
R5BiankaMd019241			Attack42	0.1
R5BiankaMd019241			Attack43	0.1
R5BiankaMd019241			Attack44	0.1
R5BiankaMd019241			Attack45	0.1
R5BiankaMd019241			Attack51	
R5BiankaMd019241			Attack52	
R5BiankaMd019241			Attack53	
R5BiankaMd019241			Attack54	
R5BiankaMd019241			Attack55	0.1
R5BiankaMd019241			Attack60	0.2
R5BiankaMd019241			Attack61	0.2
R5BiankaMd019241			Attack62	0.1
