Id	SkillId	Level	Name	Icon	Desc
101101	1011	1	负力冲锋·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101102	1011	2	负力冲锋·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101103	1011	3	负力冲锋·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>300%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>600%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101104	1011	4	负力冲锋·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>400%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>800%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101105	1011	5	负力冲锋·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>500%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>1000%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101201	1012	1	负力冲锋·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。附加<color=#935ee1>数据攻击</color>。
101202	1012	2	负力冲锋·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。附加<color=#935ee1>数据攻击</color>。
101203	1012	3	负力冲锋·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>300%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>600%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。附加<color=#935ee1>数据攻击</color>。
101204	1012	4	负力冲锋·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>400%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>800%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。附加<color=#935ee1>数据攻击</color>。
101205	1012	5	负力冲锋·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>500%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>1000%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。附加<color=#935ee1>数据攻击</color>。
101301	1013	1	负力冲锋·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101302	1013	2	负力冲锋·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101303	1013	3	负力冲锋·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>300%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>600%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101304	1013	4	负力冲锋·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>400%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>800%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101305	1013	5	负力冲锋·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>500%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>1000%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101401	1014	1	负力冲锋·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101402	1014	2	负力冲锋·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101403	1014	3	负力冲锋·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>300%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>600%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101404	1014	4	负力冲锋·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>400%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>800%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
