Id	GroupId	Order	Name	Bg	LockBg	BgWidth	BgHigh	BgOffSetX	BgOffSetY
1000	1	1	00 序章	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic00.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1001	1	2	01 涂鸦艺术	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1002	1	3	02 苦刑之旅	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1003	1	4	03 终末展览	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1004	1	5	04 遗忘黄沙	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1005	1	6	05 破碎幻影	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1006	1	7	06 合金浸染	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1007	1	8	07 逆元坍塌	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1008	1	9	08 噬暗	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1009	1	10	09 黑星坠落	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic09.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1010	1	11	10 永久列车	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic10.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1011	1	12	11 九龙夜航	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1012	1	13	12 九龙环城	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1013	1	14	13 终焉福音	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic13.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1014	1	15	14 视线囚笼	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic14.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1015	1	16	15 绝海星火	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic15.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1016	1	17	16 永夜胎动	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic16.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
1017	1	18	17 湮灭残昼	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	1276	632		
