Id	GroupId	CommunicationId	CommunicationType	CommunicationIcon	Name	Condition	Order	BtnContent	UnLockTime	NpcName	NpcHandIcon	UiType	ContentsGroupId
1001	1001	800	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	情人节通讯-里	770200	1	节日快乐，里		里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	2	800
1002	1001	801	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	情人节通讯-丽芙	770200	2	情人节快乐，丽芙		丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	2	801
1003	1001	802	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	情人节通讯-神威	770200	3	情人节快乐		神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	2	802
1004	1001	803	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	情人节通讯-露西亚	770200	4	我也喜欢露西亚，节日快乐		露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	2	803
1005	1001	804	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	情人节通讯-七实	770200	5	谢谢。		七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	2	804
1006	1001	805	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	情人节通讯-比安卡	770200	6	情人节快乐，比安卡		比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	2	805
1007	1001	806	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	情人节通讯-卡列尼娜	770200	7	谢，谢谢。		卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	2	806
1008	1001	807	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	情人节通讯-艾拉	770200	8	谢谢。		艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	2	807
1009	1001	808	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	情人节通讯-渡边	770200	9	情人节快乐！		渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	2	808
1010	1001	809	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	情人节通讯-α	770200	10	谢谢。		α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	2	809
1011	1002	1010	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	520通讯-里·异火	770200	11	我收到了，里。		里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	2	1010
1012	1002	1020	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	520通讯-露西亚·红莲	770200	12	谈论你喜欢的事情如何？		露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	2	1020
1013	1002	1030	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	520通讯-丽芙·蚀暗	770200	13	不客气，你能开心就好		丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	2	1030
1014	1002	1040	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	520通讯-比安卡·零度	770200	14	能与你心意相通，真好。		比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	2	1040
1015	1002	1050	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	520通讯-七实·风暴	770200	15	谢谢…先让我带上护目镜		七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	2	1050
1016	1002	1060	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	520通讯-神威·重能	770200	16	我不会忘记的。		神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	2	1060
1017	1002	1070	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	520通讯-卡列尼娜·爆裂	770200	17	嗯，的确有空。		卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	2	1070
1018	1002	1080	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	520通讯-渡边·夜刃	770200	18	一言为定。		渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	2	1080
1019	1002	1090	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	520通讯-露西亚·黎明	770200	19	我也会努力成为最好的指挥官。		露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	2	1090
1020	1002	1100	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	520通讯-丽芙·流光	770200	20	嗯，我会陪着你的		丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	2	1100
1021	1002	1110	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	520通讯-里·乱数	770200	21	我很喜欢，谢谢。		里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	2	1110
1022	1002	1120	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	520通讯-丽芙·仰光	770200	22	好的。		丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	2	1120
