Id	GroupId	Order	Name	Desc	Author	Bg	SpineBg	LockBg	Condition	IsShowRedPoint	UnLockTime	BgWidth	BgHigh	BgOffSetX	BgOffSetY	ShowTimeStr
101001	1	1	战场之上	躺在无数感染体残骸之间的，是那位一直陪伴自己身边的少女。		Assets/Product/Texture/Image/BgCg/Cg001_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png				1280	720			
101002	1	2	刀刃之下	绝不允许你们伤害到指挥官。		Assets/Product/Texture/Image/BgCg/Cg001_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png				1280	720			
101003	1	3	会合	死斗之后，灰鸦小队终于再次会合。		Assets/Product/Texture/Image/BgCg/Cg002_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png				1280	720			
101004	1	4	重逢	初次见面，或者说好久不见。		Assets/Product/Texture/Image/BgCg/Cg002_4.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png				1280	720			
101005	1	5	齿轮	齿轮开始转动。		Assets/Product/Texture/Image/BgCg/Cg002_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png				1280	720			
101006	1	6	阿呆蛙与铃铛羊	如果没有战争，两位少女在逛商场时会说些什么呢？		Assets/Product/Texture/Image/BgCg/Cg109_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100107			1280	720			
101007	1	7	褪色	一位艺术家的逝去。		Assets/Product/Texture/Image/BgCg/Cg116_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100112			1280	720			
101008	1	8	以身为盾	面对突如其来的变故，里率先采取了保护同伴的行动。		Assets/Product/Texture/Image/BgCg/Cg215_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100212			1280	720			
101009	1	9	转角	那位观察完整个事件的人影自转角后走出。		Assets/Product/Texture/Image/BgCg/Cg216_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100212			1680	720			
101010	1	10	升格	这份力量，可不是谁都能驾驭的呢。		Assets/Product/Texture/Image/BgCg/Cg204_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100301			1280	720			
101011	1	11	遗忘者	我们铭记。		Assets/Product/Texture/Image/BgCg/Cg408_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100407			1280	720			
101012	1	12	无言	两个不善于表达的傻瓜呢。		Assets/Product/Texture/Image/BgCg/Cg516_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100512			1280	720			
101013	1	13	打招呼	你把这叫做友善地打招呼吗？		Assets/Product/Texture/Image/BgCg/Cg513_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100608			1280	720			
101014	1	14	询问	终于追上了神威，必须让他好好说明逃走的原因了。		Assets/Product/Texture/Image/BgCg/Cg416_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100611			1280	720			
101015	1	15	等待者	就看看他们能做到什么地步吧。		Assets/Product/Texture/Image/BgCg/Cg608_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100703			1280	720			
101016	1	16	光与影的假面	因为你就是我，我也是你，我们都是神威。		Assets/Product/Texture/Image/BgCg/Cg815_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100811			1280	720			
101017	1	17	艾拉	赛琳娜，等着我。		Assets/Product/Texture/Image/BgCg/Cg901_6.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100903			1280	720			
101018	1	18	再遇	至少在这个期间，我们是相互利用的关系。		Assets/Product/Texture/Image/BgCg/Cg901_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100904			1280	720			
101019	1	19	破碎	异聚核心确实被击中了，但一切似乎并未终结。		Assets/Product/Texture/Image/BgCg/Cg901_3.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100913			1280	720			
101020	1	20	追亡	渡边干脆地转身，向着引力室的出口奔去。		Assets/Product/Texture/Image/BgCg/Cg901_4.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100913			1280	720			
101021	1	21	坠落	伴随着异聚核心的坠落，我们知道，这件事告一段落了。		Assets/Product/Texture/Image/BgCg/Cg901_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84100913			1280	720			
101022	1	22	领命	去获得这场交易的筹码吧，苏菲亚。		Assets/Product/Texture/Image/BgCg/Cg1001_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84101001			1280	720			
101023	1	23	祈祷	众人一同向某个存在祈祷，祈祷能让它成为自己的终点。		Assets/Product/Texture/Image/BgCg/Cg1001_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84101001			1280	720			
101024	1	24	不速之客	伴随着破碎的彩窗玻璃下落的，是列车之外的不速之客。		Assets/Product/Texture/Image/BgCg/Cg1001_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	84101003			1280	720			
