Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
1100001	5001	3	操作设备		['呼叫移动电梯']
1100002	5001	3	操作设备		['呼叫移动电梯']
1100005	5001		军备区电梯2		['前往上层', '前往下层']
1100004	5001	3	去1期传送		['前往商业露天广场']
1100006	5001		通用空物件		
1100007	5001		通用空物件		
1100008	5001		军备区椅子1		
1100009	5001		军备区椅子2		
1100010	5001		军备区椅子3		
1100011	5001		军备区椅子4		
1100012	5001		军备区椅子5		
1100013	5001		军备区椅子6		
1100014	5001		军备区椅子7		
1100015	5001		军备区椅子8		
1100016	5001		军备区椅子9		
1100017	5001		军备区椅子10		
1100018	5001		军备区椅子11		
1100019	5001		军备区椅子12		
1100021	5001		触音器		
1100022	5001		信封		
1100023	5001		信纸		
1100024	5001		羽毛笔		
1100025	5001		操作设备		['前往法奥斯']
1100026	5001		临时前往军备区的电梯入口		['前往军备区']
1100027	5001		临时前往三楼的电梯口		['前往军备区']
1100028	5001		军备区电梯4		['前往上层', '前往下层']
1100029	5001		军备区电梯1		['前往上层', '前往下层']
1100030	5001		军备区电梯3		['前往上层', '前往下层']
1100031	5001		军备区电梯检测1-1		
1100032	5001		军备区电梯检测1-2		
1100033	5001		军备区电梯检测2-1		
1100034	5001		军备区电梯检测2-2		
1100035	5001		军备区电梯检测3-1		
1100036	5001		军备区电梯检测3-2		
1100037	5001		军备区电梯检测4-1		
1100038	5001		军备区电梯检测4-2		
1100039	5001		电影院宝箱		['精良补给箱']
1100040	5001		电影院宝箱		['精良补给箱']
1100041	5001		美术馆宝箱		['精良补给箱']
1100042	5001		美术馆宝箱		['精良补给箱']
1100043	5001		美术馆宝箱		['精良补给箱']
1100044	5001		花园宝箱		['精良补给箱']
1100045	5001		花园宝箱		['精良补给箱']
1100046	5001		军备区宝箱		['精良补给箱']
1100047	5001		军备区宝箱		['精良补给箱']
1100048	5001		军备区宝箱		['精良补给箱']
1100049	5001		军备区4楼		['终端信标']
1100050	5001		军备区2楼		['终端信标']
1100051	5001		美术馆		['终端信标']
1100052	5001		电影院		['终端信标']
1100053	5001		花园		['终端信标']
1100054	5001		广场		['终端信标']
1100055	5001		军备区电梯空气墙1		
1100056	5001		军备区电梯空气墙2		
1100057	5001		军备区电梯空气墙3		
1100058	5001		军备区电梯空气墙4		
1100059	5001		无人机大特效		
1100061	5001		长电梯		['前往知慧游廊']
1100062	5001		长电梯		['前往军事警备区']
1100063	5001		军备区玻璃墙1		
1100064	5001		军备区玻璃墙3		
1100065	5001		军备区玻璃墙2		
1100066	5001		军备区玻璃门		
1100067	5001		军备区玻璃门		
1100068	5001		通用空物件		
1100069	5001		军备区入口电梯		['进入军备区', '离开军备区']
1100070	5001		军备区入口大门		
1100071	5001		军备区空气墙1		
1100072	5001		军备区空气墙2		
1100073	5001		电影院播放器		['交互']
1100074	5001		花园摇摇椅主体		
1100075	5001		花园摇摇椅支架		
1100076	5001		花园摇摇椅主体		
1100077	5001		花园摇摇椅支架		
1100078	5001		花园摇摇椅支架		
1100079	5001		花园摇摇椅主体		
1100080	5001		花园摇摇椅主体		
1100081	5001		花园摇摇椅支架		
1100082	5001		通用空物件		
1100083	5001		通用空物件		
1100084	5001		军备区点光源1		
1100085	5001		军备区点光源2		
1100086	5001		军备区点光源3		
1100020	5001		通用空物件		['选择体验方式']
1100003	5001		军备大电梯铁门		
1100087	5001		美术馆沙发		
1100088	5001		美术馆抱枕		
1100089	5001		美术馆抱枕		
1100090	5001		美术馆桌子		
1100091	5001		美术馆瓶子		
1100092	5001		美术馆瓶子		
1100093	5001		美术馆瓶子		
1100094	5001		美术馆书本		
1100095	5001		美术馆书本		
