Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
1900001	500105		一层的货物运输通道		['观察']
1900002	500105		一层的运输平台上场景立牌		['观察']
1900003	500105		一层的运输平台		['观察']
1900004	500105		军事警备区内部二层的指示牌说明		['观察']
1900005	500105		军事警备区内部二层的武器架		['观察']
1900006	500105		军事大电梯前的操作台		['观察']
1900007	500105		二层的内部回廊，墙上的变化电子屏幕		['观察']
1900008	500105		军事警备区室内三层平台电子屏		['观察']
1900009	500105		数据屏3		
1900010	500105		交互闪光点		['查看']
1900011	500105		交互闪光点		['查看']
1900012	500105		货物清单阅读物		
1900013	500105		交互闪光1		['查看']
1900014	500105		会议室内的会议记录		['查看']
1900015	500105		交互闪光点		['查看']
1900016	500105		枪械与战术刀维护规范		
1900017	500105		交互闪光点		['查看']
1900018	500105		交互闪光点		['观察']
