Id	Group	Type	PositionX	PositionY	PositionZ	QuaternionX	QuaternionY	QuaternionZ	QuaternionW	ScaleX	ScaleY	ScaleZ	SizeX	SizeY	SizeZ	Direction	Mesh	Convex	CameraBlockHandleTag
1		MeshCollider	85.36	4.5	8.7931	-0.4999	-0.5	-0.5	0.4999	10.8632	6.2428	0.8798					Plane		
2		MeshCollider	40.3982	4.5	-45.4534	-0.7071			0.7071	9.0004	6.2428	0.8798					Plane		
3		MeshCollider	-4.5399	4.5	8.8187	-0.5	0.4999	0.4999	0.5	10.8761	6.2428	0.8798					Plane		
4		MeshCollider	40.2784	4.5399	62.7599		0.7071	0.7071		9.0212	6.2428	0.8798					Plane		
5		MeshCollider	23.2999	6.6399	-43.5099	-0.7071			0.7071	3.5981	1.0	1.3516					Plane		
6		MeshCollider	-3.4916	6.6399	-24.0358	-0.5	0.5	0.4999	0.5	3.5981	1.0	1.3516					Plane		
7		MeshCollider	85.572	6.6399	-24.0358	-0.5	0.5	0.4999	0.5	3.5981	1.0	1.3516					Plane		
8		MeshCollider	-3.4916	6.6399	12.0613	-0.5	0.5	0.4999	0.5	3.5981	1.0	1.3516					Plane		
9		MeshCollider	85.572	6.6399	12.0613	-0.5	0.5	0.4999	0.5	3.5981	1.0	1.3516					Plane		
10		MeshCollider	-3.4916	6.6399	48.1916	-0.5	0.5	0.4999	0.5	3.5981	1.0	1.3516					Plane		
11		MeshCollider	85.572	6.6399	48.1916	-0.5	0.5	0.4999	0.5	3.5981	1.0	1.3516					Plane		
12		MeshCollider	59.5299	6.6399	-43.5099	-0.7071			0.7071	3.5981	1.0	1.3516					Plane		
13		MeshCollider	23.2999	6.6399	61.9	-0.7071			0.7071	3.5981	1.0	1.3516					Plane		
14		MeshCollider	59.5299	6.6399	61.9	-0.7071			0.7071	3.5981	1.0	1.3516					Plane		
15		BoxCollider	-8.8495	7.4643	-60.8297		0.7071		0.7071	7.7319	18.1756	10.9322	1.0	1.0	1.0				
16		BoxCollider	8.9941	9.1055	-75.3292		0.7071		0.7071	9.126	7.6974	14.8808	1.0	1.0	1.0				
17		BoxCollider	14.715	1.8777	-71.2049		0.7071		0.7071	7.4336	11.0802	11.6969	1.0	1.0	1.0				
18		BoxCollider	92.188	3.3018	-59.5691		-1.0			6.8565	8.7758	14.1858	1.0	1.0	1.0				
19		BoxCollider	105.8707	7.4643	-54.6534		-1.0			7.7319	18.1756	10.9322	1.0	1.0	1.0				
20		BoxCollider	46.358	2.0229	-63.4749		0.7071		0.7071	6.706	5.6563	10.9349	1.0	1.0	1.0				
21		BoxCollider	33.2449	0.8169	-52.8209		0.7071		0.7071	5.6321	13.2395	7.9632	1.0	1.0	1.0				
22		BoxCollider	44.3293	2.5481	-36.0254		-0.9998		-0.0161	0.7965	0.7965	0.7965	1.0	1.0	1.0				
23		BoxCollider	79.3792	3.5172	-33.7511		-0.7956		0.6057	2.0319	2.0319	2.0319	1.0	1.0	1.0				
24		BoxCollider	39.8709	-1.1886	85.8904		-0.7071		-0.7071	5.0384	6.8901	8.6813	1.0	1.0	1.0				
25		BoxCollider	45.2378	1.8001	91.2145		-0.7071		-0.7071	5.6816	10.9345	8.0333	1.0	1.0	1.0				
26		BoxCollider	26.0794	6.1224	79.5728		0.7071		-0.7071	2.723	2.4033	2.6582	1.0	1.0	1.0				
27		BoxCollider	-14.6594	3.7191	64.9472		1.0			8.4845	9.8535	13.8348	1.0	1.0	1.0				
28		BoxCollider	106.544	0.6944	60.2965		1.0			8.4845	8.8179	13.8348	1.0	1.0	1.0				
29		BoxCollider	-9.4674	14.9559	64.8405		1.0			4.9522	4.7016	4.8743	1.0	1.0	1.0				
30		BoxCollider	79.054	12.7659	82.6725		0.7071		0.7071	10.8331	8.6993	5.202	1.0	1.0	1.0				
