Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
1	4026		04草丛		
2	4026		04草丛		
3	4026		04草丛		
4	4026		04绿树		
5	4026		04绿树		
6	4026		04草丛		
7	4026		04草丛		
8	4026		04草丛		
10	4026		04绿树		
11	4026		04草丛		
12	4026		04草丛		
13	4026		04草丛		
14	4026		树枝		['【SoName】']
15	4026		绿草		['【SoName】']
16	4026		鲜花		['【SoName】']
17	4026		前往		['【SoName】']
9	4026		04草丛		
18	4026		04草丛		
19	4026		04草丛		
20	4026		04草丛		
21	4026		04绿树		
22	4026		04草丛		
23	4026		04草丛		
24	4026		04草丛		
25	4026		04草丛		
26	4026		04草丛		
27	4026		04草丛		
28	4026		04草丛		
29	4026		04绿树		
30	4026		04草丛		
31	4026		04草丛		
32	4026		04草丛		
33	4026		04草丛		
34	4026		04草丛		
35	4026		04草丛		
36	4026		04绿树		
37	4026		04草丛		
38	4026		04草丛		
39	4026		04绿树		
40	4026		04绿树		
41	4026		04绿树		
42	4026		04绿树		
44	4026		04绿树		
45	4026		04绿树		
46	4026		04草丛		
47	4026		04草丛		
48	4026		04草丛		
49	4026		04草丛		
50	4026		04草丛		
51	4026		04草丛		
52	4026		04草丛		
53	4026		04草丛		
54	4026		离开		['【SoName】']
55	4026		04草丛		
43	4026		调查		['【SoName】']
56	4026		前往		['【SoName】']
57	4026		交给阿呆蛙		['【SoName】']
58	4026		下雨特效		
