CoverId	CoverBg	CoverName	CoverTitle	CoverDescription	ChallengeBg
1001	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	露西亚	灰鸦降临1	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1002	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	露西亚	灰鸦降临2	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1003	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	丽芙	灰鸦降临3	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1004	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	丽芙	灰鸦降临4	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1005	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	七实	灰鸦降临5	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1006	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	里	灰鸦降临6	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1007	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	卡列尼娜	灰鸦降临7	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1008	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	渡边	灰鸦降临8	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1009	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	渡边	灰鸦降临9	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1010	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	比安卡	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1011	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	神威	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1012	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	艾拉	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1013	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	苏菲亚	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1014	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	库洛姆	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1015	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	薇拉	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1016	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	常羽	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1017	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	万事	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1018	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	21号	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1019	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	邦比娜塔	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1020	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	含英	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1021	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	诺克提	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1022	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	布偶熊	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1023	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	布丽姬特	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1024	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	八咫	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1025	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	洁塔薇	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1026	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	斜奏	灰鸦降临10	挑战次数：每天重置。\n奖励：每个关卡对应一个构造体碎片。	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
