Id	NodeTypeName	NodeTypeIcon	NodeTypeDesc
101	安眠之处	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
102	火堆	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
103	花与羽毛	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
104	登船	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg	精彩的抉择，剧幕的转场。
105	船舶之上	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg	精彩的抉择，剧幕的转场。
107	水手	Assets/Product/Texture/Image/BgStory/BgStory548.jpg	精彩的抉择，剧幕的转场。
108	流落孤岛	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg	精彩的抉择，剧幕的转场。
201	安眠之处	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
202	火堆	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
203	花与羽毛	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
204	登船	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg	精彩的抉择，剧幕的转场。
205	船舶之上	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg	精彩的抉择，剧幕的转场。
207	水手	Assets/Product/Texture/Image/BgStory/BgStory548.jpg	精彩的抉择，剧幕的转场。
208	流落孤岛	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg	精彩的抉择，剧幕的转场。
210	村庄	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg	精彩的抉择，剧幕的转场。
211	村口	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg	精彩的抉择，剧幕的转场。
213	迷失之人	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg	精彩的抉择，剧幕的转场。
301	密林深处	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
302	火堆	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
303	花与羽毛	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
304	登船	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg	精彩的抉择，剧幕的转场。
305	水手	Assets/Product/Texture/Image/BgStory/BgStory548.jpg	精彩的抉择，剧幕的转场。
306	讲故事	Assets/Product/Texture/Image/BgStory/BgStory548.jpg	精彩的抉择，剧幕的转场。
307	流落孤岛	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg	精彩的抉择，剧幕的转场。
308	村庄	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg	精彩的抉择，剧幕的转场。
309	村口	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg	精彩的抉择，剧幕的转场。
310	迷失之人	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg	精彩的抉择，剧幕的转场。
311	妇人	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg	精彩的抉择，剧幕的转场。
312	铁匠	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg	精彩的抉择，剧幕的转场。
313	城门	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg	精彩的抉择，剧幕的转场。
314	船舶之上	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg	精彩的抉择，剧幕的转场。
315	露台	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg	精彩的抉择，剧幕的转场。
401	密林深处	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
402	魔法	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
403	花与羽毛	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
404	登船	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg	精彩的抉择，剧幕的转场。
406	讲故事	Assets/Product/Texture/Image/BgStory/BgStory548.jpg	精彩的抉择，剧幕的转场。
407	流落孤岛	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg	精彩的抉择，剧幕的转场。
408	村庄	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg	精彩的抉择，剧幕的转场。
410	迷失之人	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg	精彩的抉择，剧幕的转场。
413	城门	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg	精彩的抉择，剧幕的转场。
415	露台	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg	精彩的抉择，剧幕的转场。
501	密林深处	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
502	魔法	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
503	花与羽毛	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg	精彩的抉择，剧幕的转场。
504	登船	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg	精彩的抉择，剧幕的转场。
506	讲故事	Assets/Product/Texture/Image/BgStory/BgStory548.jpg	精彩的抉择，剧幕的转场。
507	流落孤岛	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg	精彩的抉择，剧幕的转场。
508	村庄	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg	精彩的抉择，剧幕的转场。
510	迷失之人	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg	精彩的抉择，剧幕的转场。
