Role	Level	Layer	Animation	TotalFrame	TailLength	OffsetX	OffsetY	OffsetZ	Cos	Sin
Pet3SignaloffMd010011			Born	33	0					
Pet3SignaloffMd010011			Stand1	27	0					
Pet3SignaloffMd010011			Stand2	27	0					
Pet3SignaloffMd010011			Stand3	27	0					
Pet3SignaloffMd010011			Death	27	0					
Pet3SignaloffMd010011			Standchange	27	0					
Pet3SignaloffMd010011			Run	14	0					
Pet3SignaloffMd010011			Walk	14	0					
Pet3SignaloffMd010011			Runb	27	0					
Pet3SignaloffMd010011			Runl	27	0					
Pet3SignaloffMd010011			Runr	27	0					
Pet3SignaloffMd010011			Walkb	27	0					
Pet3SignaloffMd010011			Walkl	27	0					
Pet3SignaloffMd010011			Walkr	27	0					
Pet3SignaloffMd010011			TurnLeft	14	0					
Pet3SignaloffMd010011			TurnRight	14	0					
Pet3SignaloffMd010011			Move1	27	0					
Pet3SignaloffMd010011			Move2	27	0					
Pet3SignaloffMd010011			Move3	27	0					
Pet3SignaloffMd010011			RunStart	27	0					
Pet3SignaloffMd010011			RunStartEnd01	27	0					
Pet3SignaloffMd010011			Hit1	27	0					
Pet3SignaloffMd010011			Hit2	27	0					
Pet3SignaloffMd010011			Hit3	27	0					
Pet3SignaloffMd010011			Hit4	27	0					
Pet3SignaloffMd010011			Behitfly	27	0					
Pet3SignaloffMd010011			Hoverhit	27	0					
Pet3SignaloffMd010011			Falldown	27	0					
Pet3SignaloffMd010011			Hitdown	27	0					
Pet3SignaloffMd010011			Lieonfloor	27	0					
Pet3SignaloffMd010011			Standup	27	0					
Pet3SignaloffMd010011			Straight	27	0					
Pet3SignaloffMd010011			Stun	27	0					
Pet3SignaloffMd010011			StraightBefore	27	0					
Pet3SignaloffMd010011			StraightAfter	27	0					
Pet3SignaloffMd010011			Win	27	0					
Pet3SignaloffMd010011			Win2	27	0					
Pet3SignaloffMd010011			Stop	27	0					
Pet3SignaloffMd010011			Fail	27	0					
Pet3SignaloffMd010011			Save	27	0					
Pet3SignaloffMd010011			Caught	27	0					
Pet3SignaloffMd010011			RunStartEnd02	27	0					
Pet3SignaloffMd010011			StopR	27	0					
Pet3SignaloffMd010011			WalkStart	27	0					
Pet3SignaloffMd010011			WalkStop	27	0					
Pet3SignaloffMd010011			WalkStartEnd	27	0					
Pet3SignaloffMd010011			LTurn90	27	0					
Pet3SignaloffMd010011			LTurn180	27	0					
Pet3SignaloffMd010011			RTurn90	27	0					
Pet3SignaloffMd010011			RTurn180	27	0					
Pet3SignaloffMd010011			Sprint	14	0					
Pet3SignaloffMd010011			HitLB	14	0					
Pet3SignaloffMd010011			Attack01	2	0.016667	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[1, 1, 1]	[0, 0, 0]
Pet3SignaloffMd010011			Attack02	21	0.033333	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Pet3SignaloffMd010011			Attack41	48	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Pet3SignaloffMd010011			Attack43	54	0.016667	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Pet3SignaloffMd010011			Attack51	36	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
