Role	Level	Layer	Animation	TotalFrame	TailLength	OffsetX	OffsetY	OffsetZ	Cos	Sin
Pet3SignalonMd010011			Born	40	0					
Pet3SignalonMd010011			Stand1	40	0					
Pet3SignalonMd010011			Stand2	40	0					
Pet3SignalonMd010011			Stand3	40	0					
Pet3SignalonMd010011			Death	40	0					
Pet3SignalonMd010011			Standchange	40	0					
Pet3SignalonMd010011			Run	40	0					
Pet3SignalonMd010011			Walk	40	0					
Pet3SignalonMd010011			Runb	40	0					
Pet3SignalonMd010011			Runl	40	0					
Pet3SignalonMd010011			Runr	40	0					
Pet3SignalonMd010011			Walkb	40	0					
Pet3SignalonMd010011			Walkl	40	0					
Pet3SignalonMd010011			Walkr	40	0					
Pet3SignalonMd010011			TurnLeft	40	0					
Pet3SignalonMd010011			TurnRight	40	0					
Pet3SignalonMd010011			Move1	40	0					
Pet3SignalonMd010011			Move2	40	0					
Pet3SignalonMd010011			Move3	40	0					
Pet3SignalonMd010011			RunStart	40	0					
Pet3SignalonMd010011			RunStartEnd01	40	0					
Pet3SignalonMd010011			Hit1	40	0					
Pet3SignalonMd010011			Hit2	40	0					
Pet3SignalonMd010011			Hit3	40	0					
Pet3SignalonMd010011			Hit4	40	0					
Pet3SignalonMd010011			Behitfly	40	0					
Pet3SignalonMd010011			Hoverhit	40	0					
Pet3SignalonMd010011			Falldown	40	0					
Pet3SignalonMd010011			Hitdown	40	0					
Pet3SignalonMd010011			Lieonfloor	40	0					
Pet3SignalonMd010011			Standup	40	0					
Pet3SignalonMd010011			Straight	40	0					
Pet3SignalonMd010011			Stun	40	0					
Pet3SignalonMd010011			StraightBefore	40	0					
Pet3SignalonMd010011			StraightAfter	40	0					
Pet3SignalonMd010011			Win	40	0					
Pet3SignalonMd010011			Win2	40	0					
Pet3SignalonMd010011			Stop	40	0					
Pet3SignalonMd010011			Fail	40	0					
Pet3SignalonMd010011			Save	40	0					
Pet3SignalonMd010011			Caught	40	0					
Pet3SignalonMd010011			RunStartEnd02	40	0					
Pet3SignalonMd010011			StopR	40	0					
Pet3SignalonMd010011			WalkStart	40	0					
Pet3SignalonMd010011			WalkStop	40	0					
Pet3SignalonMd010011			WalkStartEnd	40	0					
Pet3SignalonMd010011			LTurn90	40	0					
Pet3SignalonMd010011			LTurn180	40	0					
Pet3SignalonMd010011			RTurn90	40	0					
Pet3SignalonMd010011			RTurn180	40	0					
Pet3SignalonMd010011			Attack11	34	0.016667	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Pet3SignalonMd010011			Attack12	32	0.016667	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
